hh,ctotal,ctotal_dur,ctotal_gift,ctotal_dur_gift,ctotal_nogift,ctotal_dur_nogift,ctotal_own,ctotal_dur_own,cfood,cnodur,cdur
H14806-04-02,1033.4417002655698,1033.4417002655698,74.22039591942449,74.22039591942449,790.3699036294547,790.3699036294547,201.32282393143893,201.32282393143893,529.6707629624763,503.7709373030937,0.0
H14806-04-03,963.8600790911095,963.8600790911095,114.42311037577942,114.42311037577942,427.30846692360325,427.30846692360325,491.7101229661872,491.7101229661872,758.8262353636993,205.03384372741013,0.0
H14807-04-01,1166.961100008118,1166.961100008118,69.58162117446045,69.58162117446045,653.1394840909355,653.1394840909355,467.43386846754214,467.43386846754214,697.517095817758,469.44400419035986,0.0
H14807-04-02,454.9864895685553,454.9864895685553,57.98468431205038,57.98468431205038,224.13013309417875,224.13013309417875,223.89819435693053,223.89819435693053,324.63691923506605,130.34957033348925,0.0
H14808-04-01,1307.9025393426084,1307.9025393426084,92.7754948992806,92.7754948992806,314.5862406209773,314.5862406209773,933.0122270370987,933.0122270370987,1136.7317512534357,171.17078808917273,0.0
H14808-04-02,422.747005150962,422.747005150962,27.832648469784182,27.832648469784182,193.9007843994032,193.9007843994032,224.2074460065948,224.2074460065948,303.53049420538645,119.21651094557558,0.0
H14809-04-01,408.2894904692507,408.2894904692507,53.34590956708635,53.34590956708635,184.08204446265594,184.08204446265594,194.0554101643286,194.0554101643286,308.5558334525241,99.73365701672665,0.0
H14810-04-01,1581.8995009451505,1581.8995009451505,349.4543641206236,349.4543641206236,559.0496696805817,559.0496696805817,719.7832145935854,719.7832145935854,1131.7064119463912,450.19308899875915,0.0
H14903-04-01,1614.9121145468112,1614.9121145468112,0.0,0.0,810.8578254197125,810.8578254197125,896.8297840263792,896.8297840263792,1256.3348267610916,358.57728778571953,0.0
H14903-04-02,834.2063249693648,834.2063249693648,233.79424714618713,233.79424714618713,552.1688204755518,552.1688204755518,62.15958158251801,62.15958158251801,538.716373715156,295.48995125420873,0.0
H14904-04-01,653.9126132150961,702.6197480372184,311.6483499491668,311.6483499491668,342.2642632659294,342.2642632659294,46.3877474496403,46.3877474496403,465.3464198323083,188.56619338278784,48.70713482212232
H14906-04-01,673.7047187936093,673.7047187936093,286.05777593944856,286.05777593944856,238.89689936564756,238.89689936564756,162.66636772340533,162.66636772340533,556.8075952205157,116.89712357309357,0.0
H14906-04-02,390.8940851756356,390.8940851756356,80.40542891270987,80.40542891270987,310.48865626292576,310.48865626292576,0.0,0.0,269.358186857578,121.53589831805759,0.0
H14907-04-01,1546.2582483213434,1546.2582483213434,12.060814336906478,12.060814336906478,740.1938234714271,740.1938234714271,886.7791054122905,886.7791054122905,1250.3044195926384,295.95382872870516,0.0
H14908-04-01,1703.0488347011276,1703.0488347011276,201.32282393143893,201.32282393143893,860.4927151908277,860.4927151908277,1151.4985175249044,1151.4985175249044,997.0273185176022,706.0215161835255,0.0
H14910-04-01,3293.2208172747974,3293.2208172747974,92.7754948992806,92.7754948992806,2529.0599909543894,2529.0599909543894,717.7730788707677,717.7730788707677,1214.121976581919,2079.0988406928786,0.0
H15002-04-01,725.8027976955034,725.8027976955034,69.3960701846619,69.3960701846619,370.9674548707215,370.9674548707215,308.63314636494016,308.63314636494016,465.56753450302125,260.2352631924821,
H15003-04-01,1011.1755814897425,1011.1755814897425,46.3877474496403,46.3877474496403,697.439782905342,697.439782905342,360.1235460340409,360.1235460340409,668.3701278369007,342.80545365284183,0.0
H15004-04-01,726.8960025358635,726.8960025358635,55.665296939568364,55.665296939568364,385.7914329561752,385.7914329561752,308.63314636494016,308.63314636494016,548.7670523292448,178.12895020661875,0.0
H15005-04-01,445.3223755165469,456.919312378957,152.1518116348202,152.1518116348202,136.3799775019425,136.3799775019425,179.98446010460438,179.98446010460438,349.7636157702879,95.55875974625903,11.596936862410075
H15006-04-01,588.9697667855997,617.9621089416249,9.277549489928061,9.277549489928061,440.99285242124716,440.99285242124716,254.66873349852526,254.66873349852526,305.54062986829746,283.42913691730223,28.99234215602519
H15007-04-01,2140.949170625732,2140.949170625732,55.665296939568364,55.665296939568364,2024.9798020016315,2024.9798020016315,204.10608877841733,204.10608877841733,1708.6153643950845,432.3338062306476,0.0
H15007-04-02,3604.791854311548,3604.791854311548,0.0,0.0,3037.9335804769435,3037.9335804769435,752.4092636331658,752.4092636331658,2026.2168086002885,1578.5750457112595,0.0
H15008-04-01,,,,,,,,,,,
H15008-04-02,941.8258990525303,941.8258990525303,252.50397195087538,252.50397195087538,608.9164981889451,608.9164981889451,149.9870500871703,149.9870500871703,592.9900382312352,348.8358608212951,
H15009-04-01,2169.2456965700126,2169.2456965700126,83.49794540935255,83.49794540935255,1179.1765401698565,1179.1765401698565,1045.7344533397245,1045.7344533397245,1449.3078561515952,719.9378404184175,0.0
H15010-04-01,3765.2161475748876,4527.90802855939,339.4036855065349,339.4036855065349,1455.879453706961,1455.879453706961,2062.7085032606724,2062.7085032606724,2996.107294859851,769.1088527150363,762.6918809845026
H15101-04-01,,,,,,,,,,,
H15102-04-01,1164.3324609859717,1164.3324609859717,23.19387372482015,23.19387372482015,688.8580496271585,688.8580496271585,475.47441135881314,475.47441135881314,964.8651469525183,199.4673140334533,0.0
H15102-04-02,1783.2996377890054,1783.2996377890054,927.4456973431418,927.4456973431418,855.8539404458636,855.8539404458636,0.0,0.0,1190.0003479081058,593.2992898808994,0.0
H15103-04-01,2246.4039831612477,2475.2502039128067,139.1632423489209,139.1632423489209,1548.4230098689934,1548.4230098689934,605.2054783929739,605.2054783929739,1366.8922915160676,879.5116916451801,228.84622075155883
H15104-04-01,619.4310542775302,619.4310542775302,232.86649219719433,232.86649219719433,306.159133167626,306.159133167626,126.79317636235017,126.79317636235017,321.62171565083946,297.80933862669076,0.0
H15105-04-01,699.5272315405758,699.5272315405758,69.58162117446045,69.58162117446045,465.1144810950601,465.1144810950601,211.2188767206955,211.2188767206955,434.18931612863327,265.33791541194256,0.0
H15106-04-01,1232.0585722624464,1232.0585722624464,64.32434313016789,64.32434313016789,444.08536891788987,444.08536891788987,770.036607664029,770.036607664029,995.0171827947845,237.04138946766196,0.0
H15107-04-01,908.8132854508697,908.8132854508697,0.0,0.0,540.958448175222,540.958448175222,437.4364584501081,437.4364584501081,646.2586348859055,262.5546505649641,0.0
H15108-04-01,2305.625674071955,2305.625674071955,275.23396820119916,275.23396820119916,1065.5265589182377,1065.5265589182377,1196.80388420072,1196.80388420072,1473.4294848254083,832.1961892465471,0.0
H15109-04-01,1232.599762649359,1232.599762649359,84.42570035834535,84.42570035834535,587.3461956248623,587.3461956248623,584.0217403909714,584.0217403909714,1080.4479510145388,152.1518116348202,0.0
H15109-04-02,3322.599723992903,3322.599723992903,109.78433563081539,109.78433563081539,2332.3759417679144,2332.3759417679144,1437.0924159898566,1437.0924159898566,1981.9938226982981,1340.6059012946048,0.0
H15110-04-01,2981.4951544132146,2981.4951544132146,217.24928388914876,217.24928388914876,1600.3772870125904,1600.3772870125904,1349.4195733100364,1349.4195733100364,2450.355446114833,531.1397082983815,0.0
H15301-04-01,893.4280158800723,893.4280158800723,83.49794540935255,83.49794540935255,393.8319758474462,393.8319758474462,462.48584207291384,462.48584207291384,675.4056028667628,218.02241301330943,0.0
H15301-04-02,1850.716497415816,1850.716497415816,27.832648469784182,27.832648469784182,1402.7654828771228,1402.7654828771228,652.0571033171105,652.0571033171105,1005.0678614088732,845.6486360069428,0.0
H15302-04-01,3836.8852173845817,3836.8852173845817,1445.7514621804562,1445.7514621804562,803.1265341781058,803.1265341781058,1588.0072210260198,1588.0072210260198,3065.4569772970635,771.4282400875182,0.0
H15304-04-01,845.2620714448624,846.8083296931837,346.82572509847733,346.82572509847733,369.7876600860493,369.7876600860493,221.42418115961638,221.42418115961638,465.3464198323083,379.9156516125541,1.5462582483213434
H15305-04-01,936.7232468330699,936.7232468330699,176.73731778312955,176.73731778312955,468.51624924136706,468.51624924136706,407.439048432674,407.439048432674,629.1724812419546,307.55076559111524,0.0
H15306-04-01,537.9432445909954,547.6073586430037,272.759955003885,272.759955003885,245.08193235893293,245.08193235893293,47.934005697961645,47.934005697961645,414.08795890045576,123.85528569053962,9.664114052008397
H15308-04-01,917.4723316414692,917.4723316414692,202.25057888043173,202.25057888043173,355.40745837666077,355.40745837666077,429.3959155588371,429.3959155588371,644.2484991630878,273.2238324783814,0.0
H15309-04-01,1240.4083668033818,1240.4083668033818,365.2261982535013,365.2261982535013,416.8712237474342,416.8712237474342,486.14359327223036,486.14359327223036,946.7739254471586,293.63444135622314,0.0
H15309-04-02,686.5386622546765,686.5386622546765,341.5684470541848,341.5684470541848,344.97021520049174,344.97021520049174,23.19387372482015,23.19387372482015,404.03728028636704,282.50138196830943,0.0
H15310-04-01,2635.1333067892338,2656.0077931415717,194.82853928848928,194.82853928848928,1364.88215579325,1364.88215579325,1205.3083045664873,1205.3083045664873,1969.9330083613916,665.200298427842,20.87448635233814
H15502-04-01,1916.355160057057,1916.355160057057,55.665296939568364,55.665296939568364,1529.0174688525606,1529.0174688525606,586.8050052379499,586.8050052379499,1056.3263223407257,860.0288377163313,0.0
H15503-04-01,884.1504663901442,884.1504663901442,132.359706056307,132.359706056307,578.919088171511,578.919088171511,214.62064486700248,214.62064486700248,771.8921175620146,112.25834882812954,0.0
H15504-04-01,1200.360278171859,1275.7403677775244,176.58269195829743,176.58269195829743,891.1086285075902,891.1086285075902,179.05670515561158,179.05670515561158,1005.0678614088732,195.29241676298568,75.38008960566549
H15505-04-01,1916.7417246191374,1916.7417246191374,61.85032993285374,61.85032993285374,1372.4588212100246,1372.4588212100246,575.2080683755398,575.2080683755398,964.8651469525183,951.876577666619,0.0
H15505-04-02,2972.2949178357026,2972.2949178357026,223.58894270726626,223.58894270726626,1068.2325108528,1068.2325108528,1750.0550854500966,1750.0550854500966,2330.752370607177,641.5425472285255,0.0
H15506-04-01,778.7729667670446,801.1937113677042,263.4824055139569,263.4824055139569,105.22287379826743,105.22287379826743,456.4554349044606,456.4554349044606,523.640355794023,255.13261097302168,22.42074460065948
H15508-04-01,785.6538159720747,785.6538159720747,60.304071684532396,60.304071684532396,677.1064869399163,677.1064869399163,94.63100479726621,94.63100479726621,579.9241560329199,205.72965993915474,0.0
H15509-04-01,1493.84009370325,1493.84009370325,185.5509897985612,185.5509897985612,886.1606021129619,886.1606021129619,561.2917441406477,561.2917441406477,997.0273185176022,496.81277518564764,0.0
H15510-04-01,990.1464693125723,990.1464693125723,27.832648469784182,27.832648469784182,747.2292985012892,747.2292985012892,363.52531418034783,363.52531418034783,660.3295849456297,329.8168843669426,0.0
H15902-04-01,414.7064621997843,414.7064621997843,169.93378149051566,169.93378149051566,148.28616601401683,148.28616601401683,152.1518116348202,152.1518116348202,307.55076559111524,107.1556966086691,
H15903-04-01,,,,,,,,,,,
H15904-04-01,1668.4126499387296,1668.4126499387296,368.00946310047976,368.00946310047976,1159.6936862410075,1159.6936862410075,326.26049039580346,326.26049039580346,962.8550112297006,705.557638709029,0.0
H15905-04-01,1320.5045440664273,1320.5045440664273,27.832648469784182,27.832648469784182,1071.556966086691,1071.556966086691,267.5026769595924,267.5026769595924,787.9732033445566,532.5313407218707,0.0
H15907-04-01,720.47903080533,720.47903080533,139.1632423489209,139.1632423489209,283.8157014793826,283.8157014793826,436.6633293259474,436.6633293259474,417.1031624846824,303.3758683206476,0.0
H15907-04-02,708.8047810305038,708.8047810305038,603.0407168453239,603.0407168453239,105.76406418517989,105.76406418517989,13.916324234892091,13.916324234892091,603.0407168453239,105.76406418517989,0.0
H15908-04-01,,,,,,,,,,,
H15909-04-01,1629.4469420810317,1629.4469420810317,6.030407168453239,6.030407168453239,1350.038076609365,1350.038076609365,737.2559327996165,737.2559327996165,944.7637897243409,684.6831523566909,0.0
H15909-04-02,771.8148046495986,771.8148046495986,70.35475029862113,70.35475029862113,532.6086536342867,532.6086536342867,261.6268956159713,261.6268956159713,511.5795414571165,260.2352631924821,0.0
H15909-04-03,1327.3080803590412,1327.3080803590412,69.58162117446045,69.58162117446045,483.8242058997484,483.8242058997484,1089.3389359423866,1089.3389359423866,888.479989485444,438.82809087359726,0.0
H15910-04-01,460.2437676128479,460.2437676128479,38.03795290870505,38.03795290870505,371.95242163369915,371.95242163369915,92.00236577511994,92.00236577511994,386.9511266424162,73.29264097043168,
H16201-04-01,592.0622832822424,592.0622832822424,10.050678614088733,10.050678614088733,543.8190259346165,543.8190259346165,84.58032618317749,84.58032618317749,526.6555593782496,65.40672390399283,0.0
H16201-04-02,1065.5265589182377,1065.5265589182377,2.3193873724820153,2.3193873724820153,819.9807490848084,819.9807490848084,359.1957910850481,359.1957910850481,777.9225247304679,287.6040341877699,0.0
H16202-04-01,278.82901862854624,278.82901862854624,60.80660561523683,60.80660561523683,55.201419465071965,55.201419465071965,209.20874099787778,209.20874099787778,223.6275991634743,55.201419465071965,0.0
H16203-04-01,625.3068356211513,634.9709496731597,110.55746475497605,110.55746475497605,398.16149894274594,398.16149894274594,186.16949309788976,186.16949309788976,422.12850179172676,203.17833382942453,9.664114052008397
H16204-04-01,1091.155789384164,1091.155789384164,128.3394346106715,128.3394346106715,745.721696709176,745.721696709176,388.72932362798576,388.72932362798576,731.1868691749553,359.96892020920876,0.0
H16205-04-01,1953.8132661226416,1965.4102029850517,139.1632423489209,139.1632423489209,1330.2073145746438,1330.2073145746438,762.7691938969188,762.7691938969188,1235.7309356022097,718.0823305204319,11.596936862410075
H16206-04-01,511.19297689503617,511.19297689503617,0.0,0.0,511.19297689503617,511.19297689503617,92.7754948992806,92.7754948992806,295.48995125420873,215.7030256408274,
H16207-04-01,799.0289498200542,799.0289498200542,111.33059387913673,111.33059387913673,396.2286761323443,396.2286761323443,323.94110302332143,323.94110302332143,587.9646989241909,211.06425089586338,0.0
H16208-04-01,3153.3617587141316,3153.3617587141316,0.0,0.0,2291.0135336253184,2291.0135336253184,1047.8992148873745,1047.8992148873745,1078.437815291721,2074.923943422411,0.0
H16209-04-01,804.6727924264271,804.6727924264271,0.0,0.0,738.3383135734415,738.3383135734415,205.49772120190656,205.49772120190656,299.51022269984423,505.1625697265829,0.0
H16210-04-01,2394.2262717007684,2394.2262717007684,2.3193873724820153,2.3193873724820153,1091.3490716652043,1091.3490716652043,1439.7210550120028,1439.7210550120028,2004.1053156492933,390.12095605147493,0.0
H16302-04-01,632.6515623006777,633.4246914248383,89.52835257780579,89.52835257780579,472.76845942425075,472.76845942425075,102.82617351336934,102.82617351336934,436.199451851451,196.4521104492267,0.7731291241606717
H16304-04-01,2520.8648222382863,2752.8035594864878,548.921678154077,548.921678154077,1242.2638767013673,1242.2638767013673,729.679267382842,729.679267382842,1575.9464066891132,944.918415549173,231.93873724820153
H16305-04-01,,,,,,,,,,,
H16305-04-02,451.85531661570457,451.85531661570457,0.0,0.0,323.2066303553688,323.2066303553688,175.03643370997608,175.03643370997608,362.3269640378988,89.52835257780579,0.0
H16305-04-03,457.8470673279498,457.8470673279498,0.0,0.0,244.77268070926868,244.77268070926868,259.46213406832146,259.46213406832146,343.73320860183463,114.11385872611515,0.0
H16306-04-01,4005.6593051888563,4005.6593051888563,139.1632423489209,139.1632423489209,3755.9385980849593,3755.9385980849593,166.22276169454443,166.22276169454443,2467.441599758784,1538.2177054300726,0.0
H16307-04-01,1147.6328719041012,1147.6328719041012,0.0,0.0,274.22890033979024,274.22890033979024,966.1794664635914,966.1794664635914,970.8955541209716,176.73731778312955,0.0
H16308-04-01,2087.9125127083103,2087.9125127083103,613.8645245835734,613.8645245835734,911.2099857357678,911.2099857357678,562.838002388969,562.838002388969,1236.2334695329141,851.679043175396,0.0
H16308-04-02,1459.7450993277644,1459.7450993277644,146.89453359052763,146.89453359052763,824.3875850925243,824.3875850925243,488.4629806447124,488.4629806447124,1253.319623176865,206.42547615089936,0.0
H16309-04-01,580.3493770512082,580.3493770512082,4.638774744964031,4.638774744964031,335.4993834295235,335.4993834295235,268.0438673465049,268.0438673465049,464.84388590160387,115.50549114960435,0.0
H16310-04-01,1119.3363459598206,1132.0929765084716,125.24691811402882,125.24691811402882,994.0894278457918,994.0894278457918,0.0,0.0,681.4360100352161,437.90033592460446,12.756630548651083
H16401-04-01,2407.833344285996,2407.833344285996,0.0,0.0,1022.8498312645687,1022.8498312645687,1593.7283765448087,1593.7283765448087,1873.4464936661398,534.3868506198563,0.0
H16402-04-01,757.6665416774583,757.6665416774583,125.24691811402882,125.24691811402882,411.30469405347736,411.30469405347736,290.69655068441256,290.69655068441256,484.4427091990769,273.2238324783814,0.0
H16403-04-01,574.8988167258755,574.8988167258755,0.0,0.0,267.3480511347603,267.3480511347603,400.32626049039584,400.32626049039584,460.32108052526394,114.57773620061155,0.0
H16404-04-01,1266.8493828496767,1307.438661868112,24.740131973141494,24.740131973141494,840.082106312986,840.082106312986,494.8026394628299,494.8026394628299,838.2265964150002,428.6227864346764,40.58927901843526
H16405-04-01,1170.672119804089,1170.672119804089,102.82617351336934,102.82617351336934,939.197260030384,939.197260030384,161.12010947508398,161.12010947508398,402.0271445635493,768.6449752405398,0.0
H16405-04-02,757.279977115378,757.279977115378,64.94284642949643,64.94284642949643,521.4755942463731,521.4755942463731,207.9717343992207,207.9717343992207,527.6606272396584,229.6193498757195,0.0
H16406-04-01,1105.7292733745928,1105.7292733745928,4.638774744964031,4.638774744964031,1101.0904986296287,1101.0904986296287,92.7754948992806,92.7754948992806,830.1860535237294,275.5432198508634,0.0
H16407-04-01,1311.3816204013315,1311.3816204013315,0.0,0.0,889.2531186096046,889.2531186096046,561.2917441406477,561.2917441406477,1079.44288315313,231.93873724820153,0.0
H16407-04-02,1096.2970980598325,1096.2970980598325,0.0,0.0,1096.2970980598325,1096.2970980598325,46.3877474496403,46.3877474496403,719.6285887687533,376.66850929107926,0.0
H16407-04-03,953.1135842652761,953.1135842652761,0.0,0.0,764.160826320408,764.160826320408,235.34050539450848,235.34050539450848,450.2704019111752,502.8431823541009,0.0
H16408-04-01,1094.2869623370148,1094.2869623370148,0.0,0.0,553.5604528990409,553.5604528990409,679.8897517868947,679.8897517868947,922.6522967733456,171.63466556366913,0.0
H16409-04-01,1919.2930507288677,1919.2930507288677,127.56630548651084,127.56630548651084,1590.7131729605821,1590.7131729605821,293.78906718105526,293.78906718105526,1100.5493082427163,818.7437424861514,0.0
H16409-04-02,1215.590921917824,1217.523744728226,259.3075082434893,259.3075082434893,833.6651345824523,833.6651345824523,178.2835760314509,178.2835760314509,907.5762788522126,308.0146430656116,1.9328228104016794
H16409-04-03,2576.066241703358,2576.066241703358,55.665296939568364,55.665296939568364,811.7855803687053,811.7855803687053,1708.6153643950845,1708.6153643950845,1708.6153643950845,867.4508773082737,0.0
H16409-04-04,1325.2979446362235,1325.2979446362235,109.01120650665472,109.01120650665472,1216.2867381295687,1216.2867381295687,0.0,0.0,808.0745605727341,517.2233840634893,0.0
H16410-04-01,1167.8115420446948,1167.8115420446948,139.1632423489209,139.1632423489209,773.36106289792,773.36106289792,371.2566054219546,371.2566054219546,732.6944709670686,435.11707107762606,0.0
H16501-04-01,745.2191627784715,745.2191627784715,429.70516720850134,429.70516720850134,255.20992388543775,255.20992388543775,60.304071684532396,60.304071684532396,277.398729748849,467.82043302962245,
H16501-04-02,1013.8042205118888,1013.8042205118888,124.47378898986815,124.47378898986815,517.4553228007376,517.4553228007376,418.2628561709234,418.2628561709234,726.6640637986154,287.1401567132735,0.0
H16502-04-01,891.8817576317509,891.8817576317509,140.70950059724225,140.70950059724225,359.1957910850481,359.1957910850481,447.64176288902894,447.64176288902894,691.4866886493048,200.3950689824461,0.0
H16503-04-01,992.15660503539,992.15660503539,196.37479753681063,196.37479753681063,753.5689573194068,753.5689573194068,79.32304813888491,79.32304813888491,746.7654210267929,245.3911840085972,0.0
H16505-04-01,2183.316646629737,2183.316646629737,0.0,0.0,1308.9076072040173,1308.9076072040173,1059.960029224281,1059.960029224281,1602.0781710857439,581.238475543993,0.0
H16505-04-02,287.1401567132735,287.1401567132735,0.0,0.0,160.50160617575546,160.50160617575546,126.63855053751803,126.63855053751803,211.06425089586338,76.0759058174101,0.0
H16505-04-03,1436.473912690528,1436.473912690528,0.0,0.0,1070.6292111376981,1070.6292111376981,551.3956913513911,551.3956913513911,1107.5847832725783,328.88912941794973,0.0
H16506-04-01,2106.467611688166,2106.467611688166,608.4526207144487,608.4526207144487,1128.1500179752522,1128.1500179752522,416.25272044810566,416.25272044810566,1622.1795283139215,484.28808337424476,0.0
H16507-04-01,1929.2664164305402,1929.2664164305402,40.20271445635493,40.20271445635493,851.8336690002282,851.8336690002282,1153.1994015980579,1153.1994015980579,1682.4835999984539,246.7828164320864,0.0
H16508-04-01,1434.7343721611667,1434.7343721611667,111.33059387913673,111.33059387913673,1132.440884614344,1132.440884614344,283.73838856696653,283.73838856696653,1066.879534885519,367.8548372756476,0.0
H16509-04-01,3314.4045552768,3314.4045552768,0.0,0.0,2797.799674512639,2797.799674512639,1676.2985670051685,1676.2985670051685,1610.118713977015,1704.2858412997848,0.0
H16510-04-01,953.1135842652761,953.1135842652761,4.638774744964031,4.638774744964031,868.0693806076022,868.0693806076022,173.18092381199048,173.18092381199048,763.8515746707436,189.26200959453243,0.0
H16604-04-01,1213.194221632926,1267.6998248862535,92.7754948992806,92.7754948992806,744.5233465667269,744.5233465667269,422.2831276165589,422.2831276165589,924.6624324961634,288.5317891367627,54.50560325332736
H16604-04-02,1162.6315769128182,1162.6315769128182,0.0,0.0,1162.6315769128182,1162.6315769128182,0.0,0.0,713.5981816003,449.03339531251817,0.0
H16606-04-01,868.6878839069308,868.6878839069308,72.36488602143888,72.36488602143888,615.4107828318947,615.4107828318947,213.3836382683454,213.3836382683454,715.6083173231177,153.079566583813,0.0
H16607-04-01,1487.8096865347966,1489.7425093451984,277.08947809918476,277.08947809918476,1148.4060010282617,1148.4060010282617,62.31420740735014,62.31420740735014,1075.4226117074943,412.3870748273023,1.9328228104016794
H16609-04-01,2657.863303039557,2657.863303039557,742.2039591942448,742.2039591942448,1505.591656390492,1505.591656390492,410.06768745482026,410.06768745482026,1782.9903861393411,874.8729169002162,0.0
H16611-04-01,2589.673314288586,2589.673314288586,603.0407168453239,603.0407168453239,1299.1661802395927,1299.1661802395927,919.4051544518708,919.4051544518708,1614.1389854226504,975.5343288659355,0.0
H16701-04-01,1601.7689194360796,1601.7689194360796,55.665296939568364,55.665296939568364,772.201369211679,772.201369211679,797.0961270096526,797.0961270096526,1326.6895770597127,275.079342376367,0.0
H16702-04-01,3402.8505270807805,3402.8505270807805,395.06898244610323,395.06898244610323,1942.4096115412717,1942.4096115412717,1111.759680543046,1111.759680543046,2603.1257610489815,799.7247660317988,0.0
H16703-04-01,812.4040836680339,812.4040836680339,558.199227644005,558.199227644005,254.20485602402886,254.20485602402886,129.88569285899285,129.88569285899285,565.8532059731956,246.55087769483822,0.0
H16703-04-02,1091.5810104024524,1091.5810104024524,188.6435062952039,188.6435062952039,516.9914453262412,516.9914453262412,404.50115776086346,404.50115776086346,911.596550297848,179.98446010460438,0.0
H16704-04-01,759.0581741009476,759.0581741009476,32.471423214748214,32.471423214748214,505.4718213762472,505.4718213762472,290.69655068441256,290.69655068441256,526.6555593782496,232.40261472269793,0.0
H16704-04-02,1296.8467929270175,1296.8467929270175,98.65127624290172,98.65127624290172,1198.1955166841158,1198.1955166841158,32.471423214748214,32.471423214748214,999.0374543003268,297.80933862669076,0.0
H16705-04-01,2474.3224489638137,2683.067312487195,431.7153029313191,431.7153029313191,1479.7691436435257,1479.7691436435257,632.4196235634295,632.4196235634295,1712.63563584072,761.6868131230938,208.74486352338135
H16707-04-01,1336.353691111721,1339.4462076083637,99.73365701672665,99.73365701672665,585.3360599020446,585.3360599020446,744.0594690922305,744.0594690922305,1054.316186617908,282.03750449381306,3.092516496642687
H16708-04-01,1050.4505409971048,1050.4505409971048,46.3877474496403,46.3877474496403,979.9411648736515,979.9411648736515,167.9236457676979,167.9236457676979,684.4512136194427,365.999327377662,0.0
H16709-04-01,826.5523466401742,826.5523466401742,0.0,0.0,645.640131586577,645.640131586577,231.93873724820153,231.93873724820153,680.4309421738072,146.12140446636695,0.0
H16710-04-01,1969.7010696241434,2026.1394956878723,199.4673140334533,199.4673140334533,1155.1322244084597,1155.1322244084597,754.2647735311514,754.2647735311514,1026.1742864984597,943.5267831256838,56.43842606372904
H16802-04-01,1361.635013471775,1369.3663047133819,166.9958908187051,166.9958908187051,796.6322495351561,796.6322495351561,467.58849429237426,467.58849429237426,1135.7266833920269,225.90833007974828,7.731291241606717
H16803-04-01,4020.1168198106607,4020.1168198106607,69.58162117446045,69.58162117446045,3257.038374264078,3257.038374264078,786.2723192714031,786.2723192714031,1859.3755436064155,2160.7412762042454,0.0
H16804-04-01,1111.4504289532883,1169.4351132653387,272.4507033542207,272.4507033542207,445.0131239267894,445.0131239267894,533.1498440211992,533.1498440211992,717.6184531058423,393.8319758474462,57.98468431205038
H16804-04-03,1223.554151896679,1273.8075449671228,1037.5392846236214,1037.5392846236214,186.01486727305763,186.01486727305763,46.3877474496403,46.3877474496403,1005.0678614088732,218.48629048780583,50.253393070443664
H16806-04-01,1115.5480132514333,1115.5480132514333,102.05304438920867,102.05304438920867,368.24140183772795,368.24140183772795,682.3637649842088,682.3637649842088,855.3127500589511,260.2352631924821,0.0
H16806-04-02,1391.9416751388733,1391.9416751388733,613.8645245835734,613.8645245835734,175.03643370997608,175.03643370997608,616.9570410802161,616.9570410802161,1125.676004777938,266.26567036093536,0.0
H16807-04-01,1033.6736390028182,1033.6736390028182,139.1632423489209,139.1632423489209,524.6454236554318,524.6454236554318,509.02821534738626,509.02821534738626,623.1420740735014,410.5315649293167,0.0
H16808-04-01,980.7916069102282,980.7916069102282,831.8869375968828,831.8869375968828,148.90466931334538,148.90466931334538,92.7754948992806,92.7754948992806,804.0542891270986,176.73731778312955,0.0
H16809-04-01,748.079740537866,748.079740537866,55.665296939568364,55.665296939568364,437.1272068004438,437.1272068004438,422.2831276165589,422.2831276165589,287.44940836293773,460.63033217492824,0.0
H16809-04-02,998.4962638535076,998.4962638535076,41.74897270467628,41.74897270467628,924.5851195837473,924.5851195837473,32.162171565083945,32.162171565083945,678.4208064509894,320.0754574025181,0.0
H16809-04-03,723.3396085647245,723.3396085647245,43.60448260266189,43.60448260266189,539.0256253648204,539.0256253648204,312.34416616091136,312.34416616091136,369.86497299846536,353.4746355662591,0.0
H16810-04-01,1877.8533296738556,1877.8533296738556,67.72611127647484,67.72611127647484,1516.6474028659898,1516.6474028659898,813.0225869673624,813.0225869673624,1038.235100835366,839.6182288384895,0.0
H17002-04-01,4145.054486275026,4145.054486275026,208.74486352338135,208.74486352338135,3295.076327172783,3295.076327172783,826.7842853774224,826.7842853774224,2193.058073594161,1951.996412680864,0.0
H17003-04-01,3847.399773473167,3847.399773473167,278.3264846978418,278.3264846978418,1369.9848080127103,1369.9848080127103,2338.2517231115357,2338.2517231115357,3178.0245777748573,669.3751956983095,0.0
H17005-04-01,1123.6658690551203,1123.6658690551203,27.832648469784182,27.832648469784182,450.57965356083946,450.57965356083946,761.2229356485974,761.2229356485974,785.9630676217389,337.7028014333814,0.0
H17006-04-01,1219.1859723451712,1226.917263586778,23.19387372482015,23.19387372482015,489.9319259806177,489.9319259806177,822.0295412638342,822.0295412638342,875.916641217833,343.26933112733826,7.731291241606717
H17007-04-01,712.0519233519786,712.0519233519786,368.78259222464044,368.78259222464044,170.39765896501206,170.39765896501206,196.06554588714636,196.06554588714636,609.0711240137772,102.98079933820148,
H17007-04-02,570.6466065429918,570.6466065429918,60.304071684532396,60.304071684532396,315.359369745138,315.359369745138,218.17703883814156,218.17703883814156,441.22479115849535,129.42181538449645,0.0
