hh,ctotal,ctotal_dur,ctotal_gift,ctotal_dur_gift,ctotal_nogift,ctotal_dur_nogift,ctotal_own,ctotal_dur_own,cfood,cnodur,cdur
H04001-04-01,2026.835311899617,2026.835311899617,318.2199475045325,318.2199475045325,1336.7402556738014,1336.7402556738014,371.8751087212831,371.8751087212831,1093.513833212854,933.3214786867629,0.0
H04002-04-01,2161.0891843101176,2827.5264893366166,741.0442655080038,741.0442655080038,790.8724375601591,790.8724375601591,629.1724812419546,629.1724812419546,927.1751021496856,1233.9140821604321,666.4373050264991
H04003-04-01,2350.7764149229383,2350.7764149229383,207.19860527506003,207.19860527506003,1302.3360096486515,1302.3360096486515,1026.7927897977881,1026.7927897977881,1421.1659560321468,929.6104588907917,0.0
H04003-04-03,1445.2875847059597,1445.2875847059597,0.0,0.0,1445.2875847059597,1445.2875847059597,0.0,0.0,703.5475029862113,741.7400817197484,0.0
H04004-04-01,1391.6710799454172,1391.6710799454172,208.4356118737171,208.4356118737171,998.3029815724674,998.3029815724674,602.4222135459954,602.4222135459954,712.0905798081867,679.5805001372305,0.0
H04005-04-01,1364.4182783187534,1364.4182783187534,315.5913084823862,315.5913084823862,743.2863399680698,743.2863399680698,305.54062986829746,305.54062986829746,942.7536540015232,421.6646243172304,0.0
H04006-04-01,642.0450811592299,642.0450811592299,51.95427714359714,51.95427714359714,590.0908040156327,590.0908040156327,23.19387372482015,23.19387372482015,513.0871432492298,128.95793791000006,0.0
H04007-04-01,622.2143191245086,657.0051297117388,107.92882573282978,107.92882573282978,305.2313782186332,305.2313782186332,232.24798889786578,232.24798889786578,393.9866016722783,228.2277174522303,34.790810587230226
H04009-04-01,547.6846715554199,547.6846715554199,268.2758060837531,268.2758060837531,279.4088654716668,279.4088654716668,0.0,0.0,329.6622585421104,218.02241301330943,0.0
H04010-04-01,2126.4143430915115,2126.4143430915115,264.4101604629497,264.4101604629497,1009.7066361538373,1009.7066361538373,1037.8485362732858,1037.8485362732858,1459.358534765684,667.0558083258276,0.0
H04010-04-02,1585.5332078287056,1585.5332078287056,440.2197232970865,440.2197232970865,1145.313484531619,1145.313484531619,0.0,0.0,946.7739254471586,638.759282381547,0.0
H04011-04-01,5624.205126619223,5697.652393414486,367.159021063903,367.159021063903,4260.018787037718,4260.018787037718,1924.7822675104082,1924.7822675104082,1925.7100224594012,3698.4951041598215,73.44726679526381
H04011-04-02,1026.56085106054,1026.56085106054,465.8876102192208,465.8876102192208,560.6732408413192,560.6732408413192,0.0,0.0,416.09809462327354,610.4627564372664,0.0
H04201-04-01,3447.073512982771,3528.2520710196413,464.34135197089944,464.34135197089944,745.4511015157196,745.4511015157196,2515.607544193994,2515.607544193994,2635.2879326140655,811.7855803687053,81.17855803687053
H04202-04-01,2671.277093343745,2671.277093343745,0.0,0.0,2550.6689499746803,2550.6689499746803,120.60814336906479,120.60814336906479,1257.8424285532049,1413.43466479054,0.0
H04203-04-01,1742.1691683836577,1788.556915833298,83.49794540935255,83.49794540935255,1133.0207314574645,1133.0207314574645,711.2014813154019,711.2014813154019,1149.797633451751,592.3715349319067,46.3877474496403
H04204-04-01,1424.0265337915412,1424.0265337915412,78.85917066438851,78.85917066438851,826.5523466401742,826.5523466401742,796.9415011848204,796.9415011848204,927.67763608039,496.34889771115127,0.0
H04205-04-01,3376.0229464724052,3376.0229464724052,60.304071684532396,60.304071684532396,3195.110731418808,3195.110731418808,398.9346280669066,398.9346280669066,1708.6153643950845,1667.4075820773207,0.0
H04206-04-01,480.57706357827357,480.57706357827357,67.26223380197844,67.26223380197844,391.2033368252999,391.2033368252999,161.27473529991613,161.27473529991613,265.33791541194256,215.239148166331,0.0
H04207-04-01,4693.744225691854,4693.744225691854,2398.246543146404,2398.246543146404,1901.5110808731722,1901.5110808731722,579.5375914708395,579.5375914708395,1377.9480379915651,3315.796187700289,0.0
H04208-04-01,681.8998875097125,681.8998875097125,111.33059387913673,111.33059387913673,570.5692936305758,570.5692936305758,0.0,0.0,422.12850179172676,259.7713857179857,0.0
H04208-04-02,1652.2155947875635,1652.2155947875635,37.110197959712245,37.110197959712245,833.1626006517479,833.1626006517479,828.3305436257436,828.3305436257436,1240.756274909254,411.4593198783095,0.0
H04209-04-01,3216.9902856325552,3247.915450598982,368.00946310047976,368.00946310047976,1777.5784822702165,1777.5784822702165,1303.3410775100604,1303.3410775100604,1754.8484860198928,1462.1417996126625,30.92516496642687
H04210-04-01,1225.4869747070807,1225.4869747070807,140.70950059724225,140.70950059724225,917.9362091159655,917.9362091159655,166.84126499387295,166.84126499387295,915.6168217434836,309.8701529635972,0.0
H04501-04-01,1431.1393217338195,1431.1393217338195,239.9792801394725,239.9792801394725,1191.160041594347,1191.160041594347,0.0,0.0,893.5053287924883,537.6339929413311,0.0
H04505-04-01,4740.866445809447,4837.5075863295315,160.81085782541973,160.81085782541973,4580.055587984028,4580.055587984028,1391.632423489209,1391.632423489209,2623.7296522078636,2117.1367936015836,96.64114052008397
H04508-04-02,1976.8138575664216,1976.8138575664216,10.050678614088733,10.050678614088733,1966.7631789523327,1966.7631789523327,231.93873724820153,231.93873724820153,1184.9750086010615,791.83884896536,0.0
H04508-04-03,3841.3693663047134,3957.338734928814,483.36032842525196,483.36032842525196,3303.735373363382,3303.735373363382,750.0898762606837,750.0898762606837,2424.2236817182024,1417.1456845865114,115.96936862410077
H04508-04-04,2407.833344285996,2407.833344285996,46.3877474496403,46.3877474496403,2361.445596836356,2361.445596836356,0.0,0.0,733.6995388284774,1674.1338054575185,0.0
H04509-04-01,2148.757774779755,2148.757774779755,37.110197959712245,37.110197959712245,1290.5071340489933,1290.5071340489933,1145.8546749185316,1145.8546749185316,1412.1203452794668,736.637429500288,0.0
H04602-04-01,1543.8615480364454,1584.4508270548806,647.5729543969786,647.5729543969786,795.7818074985794,795.7818074985794,239.67002848980823,239.67002848980823,766.8667782549703,776.994769781475,40.58927901843526
H04603-04-01,1215.590921917824,1223.322213159431,318.52919915419676,318.52919915419676,394.5277920591908,394.5277920591908,641.6971730533576,641.6971730533576,714.6032494617089,500.98767245611526,7.731291241606717
H04604-04-01,1273.8462014233307,1281.5774926649376,468.8255008910313,468.8255008910313,790.9497504725753,790.9497504725753,106.84644495900483,106.84644495900483,621.6344722813881,652.2117291419427,7.731291241606717
