,sex,age,father_educ,father_ocup,ethnic,bednet,hh,writeread,classeduc,illdays,region,urban
2857,2,40.0,1.0,19.0,11.0,1.0,H39404-04-01,1,,,3,0
2858,2,45.0,3.0,19.0,43.0,1.0,H39405-04-01,0,34.0,,3,1
2859,2,34.0,,,11.0,0.0,H39406-04-01,1,,5.0,3,0
2860,1,64.0,,,43.0,0.0,H39407-04-01,0,17.0,20.0,3,0
2861,1,50.0,,,43.0,0.0,H39408-04-01,1,,,3,1
2862,2,40.0,,,11.0,0.0,H39409-04-01,0,17.0,,3,1
2863,1,34.0,,,43.0,0.0,H39410-04-01,0,51.0,,3,1
2864,1,55.0,,,55.0,1.0,H39501-04-01,0,17.0,4.0,3,1
2865,2,35.0,,,55.0,1.0,H39502-04-01,1,,,3,1
2866,1,43.0,,19.0,55.0,1.0,H39503-04-01,1,15.0,,3,1
2867,1,23.0,41.0,19.0,55.0,0.0,H39504-04-01,1,17.0,,3,1
2868,1,67.0,,,55.0,1.0,H39505-04-01,0,51.0,10.0,3,0
2869,2,38.0,14.0,19.0,55.0,1.0,H39506-04-01,1,13.0,5.0,3,0
2870,1,31.0,,,55.0,1.0,H39507-04-01,0,16.0,,3,1
2871,1,75.0,,,55.0,1.0,H39509-04-01,1,,25.0,3,1
2872,1,32.0,,,55.0,1.0,H39510-04-01,0,14.0,,3,1
2873,2,41.0,,,42.0,0.0,H39601-04-01,1,,,3,0
2874,2,36.0,,,42.0,0.0,H39602-04-01,1,,,3,0
2875,1,50.0,73.0,10.0,51.0,1.0,H39603-04-01,1,,,3,0
2876,1,25.0,,19.0,42.0,1.0,H39604-04-01,1,,,3,0
2877,1,45.0,,,42.0,0.0,H39605-04-01,0,14.0,,3,0
2878,1,25.0,,,51.0,0.0,H39606-04-01,0,32.0,,3,0
2879,2,35.0,1.0,19.0,42.0,1.0,H39607-04-01,1,,,3,0
2880,1,28.0,,,42.0,,H39608-04-01,1,,,3,0
2881,1,53.0,73.0,19.0,42.0,1.0,H39609-04-01,1,12.0,,3,0
2882,2,45.0,,,42.0,1.0,H39610-04-01,1,,,3,0
2883,1,34.0,17.0,19.0,50.0,0.0,H39701-04-01,0,33.0,,3,0
2884,1,75.0,,,50.0,0.0,H39702-04-01,0,16.0,,3,0
2885,1,58.0,,,50.0,0.0,H39703-04-01,0,51.0,4.0,3,0
2886,1,72.0,,,50.0,0.0,H39704-04-01,0,16.0,,3,0
2887,1,27.0,23.0,19.0,57.0,1.0,H39705-04-01,0,33.0,,3,0
2888,1,31.0,23.0,1.0,57.0,1.0,H39706-04-01,0,41.0,3.0,3,0
2889,2,34.0,,,70.0,1.0,H39707-04-01,1,12.0,4.0,3,0
2890,1,90.0,,,50.0,1.0,H39708-04-01,0,41.0,30.0,3,0
2891,1,32.0,13.0,19.0,50.0,1.0,H39709-04-01,0,41.0,,3,0
2892,1,40.0,15.0,19.0,50.0,1.0,H39710-04-01,0,31.0,4.0,3,0
2893,1,39.0,2.0,19.0,57.0,1.0,H39801-04-01,0,17.0,,3,0
2894,1,30.0,,,57.0,1.0,H39802-04-01,0,14.0,30.0,3,0
2895,2,26.0,3.0,19.0,57.0,1.0,H39803-04-01,0,17.0,3.0,3,0
2896,2,59.0,,,57.0,0.0,H39804-04-01,1,13.0,,3,0
2897,2,58.0,,,57.0,0.0,H39805-04-01,0,14.0,7.0,3,0
2898,1,36.0,12.0,19.0,57.0,1.0,H39806-04-01,0,17.0,5.0,3,0
2899,1,39.0,14.0,19.0,57.0,1.0,H39807-04-01,0,17.0,,3,0
2900,1,39.0,,,57.0,1.0,H39808-04-01,0,34.0,4.0,3,0
2901,1,38.0,,,57.0,1.0,H39809-04-01,0,41.0,4.0,3,0
2902,2,71.0,,,57.0,0.0,H39810-04-01,1,14.0,14.0,3,0
2903,1,35.0,,,11.0,0.0,H39901-04-01,0,17.0,13.0,3,0
2904,2,39.0,,,11.0,0.0,H39902-04-01,1,,,3,0
2905,1,45.0,,,11.0,0.0,H39903-04-01,0,15.0,,3,0
2906,1,69.0,,,11.0,0.0,H39904-04-01,1,,,3,0
2907,1,76.0,,,11.0,0.0,H39905-04-01,0,16.0,,3,0
2908,1,40.0,,,11.0,1.0,H39906-04-01,0,31.0,3.0,3,0
2909,2,42.0,,,11.0,1.0,H39907-04-01,1,,18.0,3,0
2910,1,38.0,,,11.0,0.0,H39908-04-01,0,17.0,,3,0
2911,2,55.0,,,11.0,0.0,H39909-04-01,1,,12.0,3,0
2912,1,42.0,,,11.0,0.0,H39910-04-01,0,12.0,,3,0
2913,1,25.0,1.0,19.0,11.0,1.0,H40001-04-01,0,34.0,,3,0
2914,1,68.0,,,11.0,0.0,H40002-04-01,1,,,3,0
2915,2,51.0,,,11.0,0.0,H40003-04-01,1,,,3,0
2916,1,24.0,,,11.0,0.0,H40004-04-01,0,34.0,7.0,3,0
2917,2,34.0,1.0,19.0,11.0,0.0,H40005-04-02,1,,4.0,3,0
2918,1,24.0,,,11.0,,H40006-04-01,0,34.0,,3,0
2919,1,48.0,,,11.0,1.0,H40007-04-01,0,11.0,,3,0
2920,1,35.0,,,11.0,0.0,H40008-04-01,0,33.0,,3,0
2921,1,26.0,17.0,19.0,11.0,0.0,H40009-04-01,0,41.0,,3,0
2922,2,26.0,,,11.0,1.0,H40010-04-01,0,34.0,3.0,3,0
2923,1,43.0,,,55.0,1.0,H40101-04-01,0,15.0,8.0,3,1
2924,2,85.0,,,55.0,0.0,H40102-04-01,1,,14.0,3,1
2925,2,51.0,,,55.0,0.0,H40103-04-01,1,11.0,7.0,3,1
2926,1,45.0,,,55.0,0.0,H40104-04-01,1,,,3,1
2927,1,37.0,3.0,19.0,55.0,0.0,H40105-04-01,0,21.0,,3,1
2928,1,39.0,17.0,19.0,55.0,1.0,H40106-04-01,0,51.0,,3,1
2929,1,30.0,,,55.0,0.0,H40107-04-01,0,41.0,2.0,3,1
2930,1,66.0,,,55.0,0.0,H40108-04-01,0,,,3,1
2931,1,38.0,,,55.0,0.0,H40109-04-01,0,34.0,14.0,3,1
2932,2,62.0,11.0,19.0,55.0,0.0,H40110-04-01,1,,20.0,3,1
2933,2,59.0,,,55.0,1.0,H40201-04-01,0,17.0,,3,0
2934,1,42.0,15.0,19.0,55.0,0.0,H40202-04-01,0,15.0,,3,0
2935,1,71.0,,,55.0,1.0,H40203-04-01,0,22.0,10.0,3,0
2936,1,33.0,,,55.0,0.0,H40204-04-01,0,41.0,,3,0
2937,1,69.0,,,55.0,1.0,H40205-04-01,0,14.0,,3,1
2938,1,55.0,21.0,19.0,55.0,1.0,H40206-04-01,0,17.0,,3,0
2939,1,63.0,,,55.0,1.0,H40207-04-01,0,16.0,,3,0
2940,1,55.0,,,55.0,1.0,H40208-04-01,0,41.0,,3,0
2941,1,38.0,,,55.0,1.0,H40209-04-01,0,34.0,,3,0
2942,1,42.0,,,55.0,1.0,H40210-04-01,0,16.0,,3,0
2943,1,33.0,,,55.0,1.0,H40301-04-01,1,16.0,,3,0
2944,1,29.0,,,55.0,1.0,H40302-04-01,0,51.0,5.0,3,0
2945,2,34.0,3.0,19.0,55.0,0.0,H40303-04-01,0,15.0,5.0,3,0
2946,1,31.0,,,55.0,1.0,H40304-04-01,1,13.0,7.0,3,0
2947,2,72.0,,,55.0,0.0,H40305-04-01,1,,,3,0
2948,1,57.0,,,55.0,1.0,H40306-04-01,0,17.0,,3,0
2949,1,52.0,,,55.0,1.0,H40307-04-01,0,17.0,7.0,3,0
2950,1,39.0,,,55.0,1.0,H40308-04-01,0,51.0,1.0,3,0
2951,2,68.0,,,55.0,0.0,H40309-04-01,1,,,3,0
2952,1,27.0,17.0,19.0,55.0,0.0,H40310-04-01,0,16.0,,3,0
2953,1,25.0,1.0,19.0,55.0,0.0,H40401-04-01,0,17.0,,3,0
2954,1,48.0,,,55.0,0.0,H40402-04-01,1,13.0,,3,0
2955,2,47.0,,,55.0,0.0,H40403-04-01,1,,30.0,3,0
2956,1,66.0,73.0,10.0,55.0,,H40404-04-01,0,41.0,,3,0
2957,1,37.0,,,55.0,,H40405-04-01,0,36.0,,3,0
2958,1,34.0,,,55.0,0.0,H40406-04-01,0,31.0,10.0,3,0
2959,1,44.0,,19.0,55.0,0.0,H40407-04-01,0,16.0,,3,0
2960,1,49.0,,,55.0,0.0,H40408-04-01,1,14.0,,3,0
2961,1,49.0,,,55.0,1.0,H40409-04-01,0,13.0,,3,0
2962,2,70.0,,,55.0,0.0,H40410-04-01,1,,4.0,3,0
2963,1,47.0,,,55.0,0.0,H40501-04-01,0,15.0,15.0,3,0
2964,1,26.0,2.0,19.0,55.0,0.0,H40502-04-01,0,32.0,3.0,3,0
2965,1,25.0,1.0,19.0,55.0,1.0,H40503-04-01,0,17.0,,3,0
2966,1,25.0,2.0,19.0,55.0,1.0,H40504-04-01,0,16.0,7.0,3,0
2967,2,63.0,,,55.0,1.0,H40505-04-01,1,,,3,0
2968,1,41.0,,,55.0,1.0,H40506-04-01,0,17.0,,3,0
2969,1,64.0,,,55.0,1.0,H40507-04-01,0,15.0,,3,0
2970,2,42.0,,,55.0,0.0,H40508-04-01,1,,,3,0
2971,2,52.0,,,55.0,1.0,H40509-04-01,0,17.0,,3,0
2972,1,36.0,,,55.0,0.0,H40510-04-01,0,14.0,,3,0
2973,1,39.0,,,12.0,0.0,H40601-04-01,0,31.0,,3,1
2974,2,27.0,,,12.0,1.0,H40602-04-01,0,36.0,7.0,3,1
2975,1,39.0,1.0,19.0,12.0,0.0,H40603-04-01,0,17.0,,3,1
2976,1,27.0,4.0,5.0,12.0,1.0,H40604-04-01,0,61.0,,3,1
2977,2,22.0,,,12.0,1.0,H40605-04-01,1,36.0,,3,1
2978,2,40.0,,,12.0,0.0,H40607-04-01,1,,3.0,3,1
2979,1,37.0,,,17.0,1.0,H40608-04-01,0,15.0,,3,1
2980,2,29.0,33.0,5.0,12.0,1.0,H40609-04-01,0,17.0,7.0,3,1
2981,2,37.0,,,12.0,0.0,H40610-04-01,0,15.0,4.0,3,1
2982,2,60.0,,,25.0,0.0,H40701-04-01,1,,14.0,4,0
2983,1,59.0,8.0,19.0,25.0,,H40702-04-01,1,,,4,0
2984,2,28.0,,,25.0,0.0,H40703-04-01,0,32.0,,4,0
2985,1,34.0,,,25.0,1.0,H40704-04-01,0,31.0,,4,0
2986,1,27.0,,,25.0,0.0,H40705-04-01,0,41.0,,4,0
2987,2,42.0,14.0,19.0,25.0,1.0,H40707-04-01,0,31.0,3.0,4,0
2988,2,58.0,,,25.0,1.0,H40708-04-01,1,,,4,0
2989,2,45.0,,,25.0,1.0,H40709-04-01,1,,,4,0
2990,2,64.0,,,25.0,0.0,H40710-04-01,0,17.0,,4,0
2991,2,55.0,,,25.0,1.0,H40801-04-01,1,,4.0,4,0
2992,1,42.0,13.0,19.0,38.0,1.0,H40802-04-01,0,31.0,,4,0
2993,1,37.0,70.0,19.0,38.0,1.0,H40803-04-01,0,13.0,,4,0
2994,1,28.0,,,38.0,1.0,H40804-04-01,0,17.0,,4,0
2995,1,58.0,,,38.0,1.0,H40805-04-01,0,51.0,,4,0
2996,1,40.0,,,38.0,1.0,H40806-04-01,0,36.0,,4,0
2997,1,22.0,,,38.0,1.0,H40807-04-01,0,17.0,,4,0
2998,1,36.0,,,38.0,1.0,H40808-04-01,0,17.0,,4,0
2999,1,58.0,,,25.0,1.0,H40809-04-01,0,13.0,,4,0
3000,1,53.0,,,38.0,1.0,H40810-04-01,0,16.0,7.0,4,0
3001,1,38.0,,,38.0,0.0,H40901-04-01,1,,,4,0
3002,1,51.0,70.0,19.0,38.0,1.0,H40902-04-01,0,14.0,,4,0
3003,1,43.0,,,38.0,1.0,H40903-04-01,0,11.0,10.0,4,0
3004,1,64.0,,,38.0,1.0,H40904-04-01,1,,3.0,4,0
3005,1,45.0,17.0,19.0,38.0,1.0,H40905-04-01,0,33.0,,4,0
3006,2,31.0,,,38.0,1.0,H40906-04-01,0,13.0,14.0,4,0
3007,1,88.0,,,38.0,0.0,H40908-04-01,1,,14.0,4,0
3008,1,23.0,17.0,19.0,38.0,1.0,H40909-04-01,1,,7.0,4,0
3009,1,28.0,14.0,19.0,38.0,1.0,H40910-04-01,0,33.0,,4,0
3010,2,48.0,,,26.0,0.0,H41001-04-01,0,13.0,4.0,4,0
3011,1,55.0,,,26.0,1.0,H41002-04-01,0,16.0,14.0,4,0
3012,1,41.0,13.0,18.0,26.0,1.0,H41003-04-01,0,17.0,,4,0
3013,1,23.0,12.0,21.0,26.0,0.0,H41004-04-01,0,15.0,,4,0
3014,1,76.0,,,26.0,1.0,H41005-04-01,0,14.0,,4,0
3015,1,58.0,,,26.0,1.0,H41006-04-01,1,,7.0,4,0
3016,1,42.0,,19.0,26.0,1.0,H41007-04-01,0,17.0,,4,0
3017,1,43.0,,,26.0,1.0,H41008-04-01,0,15.0,,4,0
3018,1,64.0,,,26.0,0.0,H41009-04-01,0,,7.0,4,0
3019,1,64.0,,,26.0,0.0,H41010-04-01,1,,14.0,4,0
3020,1,40.0,,19.0,17.0,1.0,H41101-04-01,0,,,4,0
3021,1,61.0,,,38.0,0.0,H41102-04-01,0,22.0,,4,0
3022,1,29.0,14.0,5.0,17.0,1.0,H41103-04-01,1,,,4,0
3023,2,61.0,,,38.0,1.0,H41104-04-01,0,13.0,,4,0
3024,1,39.0,,,26.0,0.0,H41106-04-01,0,33.0,4.0,4,0
3025,1,30.0,,,26.0,0.0,H41107-04-01,0,34.0,,4,0
3026,1,41.0,,,26.0,1.0,H41108-04-01,0,14.0,,4,0
3027,1,45.0,,,26.0,0.0,H41109-04-01,0,34.0,,4,0
3028,1,28.0,16.0,19.0,26.0,1.0,H41110-04-01,0,33.0,,4,0
3029,1,28.0,8.0,19.0,26.0,0.0,H41201-04-01,0,12.0,7.0,4,1
3030,1,28.0,,,57.0,1.0,H41202-04-01,0,61.0,7.0,4,1
3031,1,28.0,8.0,19.0,26.0,0.0,H41203-04-01,0,61.0,,4,1
3032,2,33.0,2.0,19.0,26.0,1.0,H41204-04-01,0,32.0,,4,1
3033,1,42.0,,,26.0,0.0,H41205-04-01,0,51.0,,4,1
3034,2,24.0,3.0,19.0,38.0,1.0,H41206-04-01,0,33.0,,4,1
3035,2,31.0,73.0,19.0,26.0,1.0,H41207-04-01,0,14.0,,4,1
3036,1,37.0,,,37.0,1.0,H41208-04-01,0,33.0,,4,1
3037,1,27.0,73.0,19.0,26.0,0.0,H41209-04-01,0,13.0,,4,1
3038,2,30.0,4.0,1.0,26.0,1.0,H41210-04-01,0,51.0,,4,1
3039,1,28.0,,,16.0,0.0,H41301-04-01,1,,,4,0
3040,1,39.0,13.0,19.0,16.0,1.0,H41302-04-01,0,41.0,,4,0
3041,1,39.0,73.0,19.0,16.0,0.0,H41303-04-01,0,13.0,,4,0
3042,1,27.0,,,16.0,0.0,H41304-04-01,0,36.0,,4,0
3043,2,41.0,73.0,7.0,16.0,0.0,H41305-04-01,1,,,4,0
3044,1,75.0,,,16.0,1.0,H41306-04-01,1,,3.0,4,0
3045,1,19.0,,,16.0,0.0,H41307-04-01,1,12.0,,4,0
3046,1,38.0,73.0,19.0,16.0,1.0,H41308-04-01,1,,,4,0
3047,1,29.0,17.0,19.0,16.0,1.0,H41309-04-01,0,17.0,,4,0
3048,1,73.0,,,16.0,1.0,H41310-04-01,0,13.0,7.0,4,0
3049,2,41.0,,,16.0,0.0,H41401-04-01,1,,7.0,4,0
3050,2,20.0,2.0,7.0,16.0,1.0,H41402-04-01,1,,7.0,4,0
3051,2,29.0,,,16.0,0.0,H41403-04-01,1,,,4,0
3052,2,32.0,,,16.0,1.0,H41404-04-01,1,,,4,0
3053,2,21.0,,,16.0,0.0,H41405-04-01,1,,,4,0
3054,2,30.0,,,16.0,0.0,H41406-04-01,1,,,4,0
3055,2,60.0,,,16.0,0.0,H41407-04-01,1,,7.0,4,0
3056,2,28.0,73.0,19.0,16.0,1.0,H41408-04-01,1,,,4,0
3057,1,23.0,10.0,21.0,16.0,0.0,H41409-04-01,0,32.0,,4,0
3058,1,37.0,,19.0,16.0,0.0,H41410-04-01,0,12.0,,4,0
3059,1,27.0,73.0,19.0,28.0,1.0,H41501-04-01,0,16.0,7.0,4,0
3060,2,39.0,73.0,19.0,28.0,1.0,H41502-04-01,1,,,4,0
3061,1,38.0,,,28.0,0.0,H41503-04-01,0,17.0,,4,0
3062,2,56.0,,,28.0,0.0,H41504-04-01,0,17.0,,4,0
3063,2,41.0,,,28.0,0.0,H41505-04-01,0,17.0,7.0,4,0
3064,2,78.0,,,28.0,1.0,H41508-04-01,1,,,4,0
3065,2,68.0,,,28.0,1.0,H41509-04-01,1,,14.0,4,0
3066,1,73.0,,,28.0,1.0,H41510-04-01,0,14.0,5.0,4,0
3067,1,60.0,2.0,10.0,17.0,1.0,H41601-04-01,0,61.0,,4,1
3068,1,26.0,2.0,1.0,17.0,0.0,H41602-04-01,0,17.0,,4,1
3069,2,64.0,,,25.0,0.0,H41603-04-01,0,51.0,7.0,4,1
3070,1,39.0,,,17.0,0.0,H41604-04-01,0,36.0,,4,1
3071,1,30.0,1.0,4.0,28.0,1.0,H41605-04-01,0,41.0,,4,1
3072,1,35.0,,,28.0,1.0,H41606-04-01,0,17.0,,4,1
3073,1,65.0,,10.0,17.0,1.0,H41607-04-01,0,21.0,,4,1
3074,2,35.0,,,35.0,1.0,H41609-04-01,0,33.0,,4,1
3075,1,39.0,,,28.0,1.0,H41610-04-01,0,33.0,,4,1
3076,2,73.0,,,28.0,1.0,H41701-04-01,1,,5.0,4,0
3077,1,40.0,,,25.0,1.0,H41702-04-01,1,,,4,0
3078,1,47.0,,,28.0,1.0,H41703-04-01,1,12.0,3.0,4,0
3079,1,42.0,,,28.0,1.0,H41704-04-01,0,36.0,,4,0
3080,2,73.0,,,28.0,0.0,H41705-04-01,1,,,4,0
3081,1,23.0,14.0,19.0,25.0,1.0,H41706-04-01,0,15.0,,4,0
3082,1,45.0,,,25.0,1.0,H41707-04-01,0,12.0,,4,0
3083,2,50.0,,,28.0,1.0,H41708-04-01,0,14.0,,4,0
3084,1,24.0,,,30.0,0.0,H41709-04-01,0,13.0,,4,0
3085,1,65.0,,,28.0,0.0,H41710-04-01,0,15.0,,4,0
3086,1,27.0,16.0,19.0,25.0,0.0,H41801-04-01,0,16.0,,4,0
3087,2,60.0,,,25.0,0.0,H41802-04-01,1,,,4,0
3088,1,61.0,,,25.0,0.0,H41803-04-01,0,15.0,,4,0
3089,2,28.0,,,25.0,1.0,H41804-04-01,1,14.0,,4,0
3090,2,34.0,,,25.0,0.0,H41805-04-01,0,16.0,,4,0
3091,2,43.0,,,25.0,0.0,H41806-04-01,1,10.0,,4,0
3092,2,42.0,73.0,19.0,25.0,1.0,H41807-04-01,1,,,4,0
3093,2,70.0,,,25.0,1.0,H41808-04-01,1,12.0,14.0,4,0
3094,2,80.0,,,25.0,0.0,H41809-04-01,1,,,4,0
3095,1,45.0,,,25.0,0.0,H41810-04-01,0,41.0,,4,0
3096,1,64.0,,,23.0,1.0,H41901-04-01,0,16.0,,4,0
3097,2,45.0,,,28.0,1.0,H41902-04-01,1,,,4,0
3098,1,34.0,,,23.0,0.0,H41903-04-01,0,15.0,3.0,4,0
3099,2,31.0,1.0,19.0,28.0,1.0,H41904-04-01,0,14.0,,4,0
3100,1,62.0,2.0,7.0,23.0,0.0,H41905-04-01,0,14.0,,4,0
3101,2,80.0,,,25.0,1.0,H41906-04-01,1,10.0,3.0,4,0
3102,1,62.0,,,25.0,0.0,H41907-04-01,0,17.0,,4,0
3103,2,62.0,,,25.0,0.0,H41908-04-01,1,13.0,7.0,4,0
3104,1,34.0,,,25.0,0.0,H41909-04-01,1,,,4,0
3105,2,40.0,,,28.0,0.0,H41910-04-01,0,34.0,,4,0
3106,1,38.0,2.0,19.0,38.0,1.0,H42001-04-01,0,12.0,,4,0
3107,2,85.0,,,25.0,0.0,H42002-04-01,1,,30.0,4,0
3108,1,28.0,,,38.0,0.0,H42003-04-01,0,17.0,,4,0
3109,1,60.0,,,38.0,1.0,H42004-04-01,0,17.0,,4,0
3110,1,45.0,1.0,19.0,38.0,1.0,H42006-04-01,0,16.0,,4,0
3111,1,26.0,2.0,19.0,25.0,1.0,H42007-04-01,0,15.0,,4,0
3112,1,31.0,2.0,19.0,25.0,0.0,H42008-04-01,0,31.0,,4,0
3113,1,53.0,,,38.0,1.0,H42009-04-01,0,17.0,30.0,4,0
3114,2,55.0,,,25.0,1.0,H42010-04-01,1,,,4,0
3115,1,40.0,73.0,21.0,38.0,1.0,H42101-04-01,0,13.0,,4,0
3116,1,30.0,17.0,19.0,38.0,1.0,H42102-04-01,0,17.0,,4,0
3117,1,50.0,,,38.0,1.0,H42103-04-01,0,13.0,2.0,4,0
3118,1,67.0,,,38.0,1.0,H42104-04-01,0,22.0,4.0,4,0
3119,1,36.0,14.0,5.0,38.0,1.0,H42105-04-01,0,13.0,,4,0
3120,1,76.0,,,38.0,1.0,H42106-04-01,1,,,4,0
3121,1,23.0,,,38.0,1.0,H42107-04-01,0,31.0,,4,0
3122,1,28.0,,,38.0,1.0,H42108-04-01,0,12.0,21.0,4,0
3123,1,30.0,73.0,19.0,38.0,,H42109-04-01,0,17.0,,4,0
3124,1,35.0,,,38.0,1.0,H42110-04-01,0,12.0,,4,0
3125,1,53.0,,,38.0,0.0,H42201-04-02,1,,,4,0
3126,1,31.0,,,38.0,0.0,H42202-04-01,1,,,4,0
3127,2,32.0,,,38.0,1.0,H42203-04-01,0,14.0,30.0,4,0
3128,1,47.0,,,38.0,0.0,H42204-04-01,1,,,4,0
3129,1,31.0,,,38.0,1.0,H42205-04-01,0,17.0,,4,0
3130,1,26.0,3.0,1.0,38.0,0.0,H42206-04-01,0,17.0,2.0,4,0
3131,1,40.0,,,38.0,1.0,H42207-04-01,0,13.0,14.0,4,0
3132,1,38.0,15.0,19.0,38.0,0.0,H42208-04-01,0,13.0,,4,0
3133,1,69.0,,,38.0,1.0,H42210-04-01,1,,30.0,4,0
3134,2,71.0,,,28.0,0.0,H42301-04-01,1,,7.0,4,0
3135,1,67.0,,,28.0,1.0,H42302-04-01,1,,7.0,4,0
3136,1,29.0,,,25.0,0.0,H42303-04-01,0,14.0,,4,0
3137,1,38.0,1.0,19.0,28.0,1.0,H42304-04-01,0,17.0,,4,0
3138,2,65.0,,,37.0,0.0,H42305-04-01,1,,15.0,4,0
3139,1,21.0,,,28.0,1.0,H42306-04-01,0,34.0,,4,0
3140,1,50.0,73.0,19.0,28.0,1.0,H42307-04-01,0,17.0,,4,0
3141,1,63.0,,,28.0,1.0,H42308-04-01,0,16.0,,4,0
3142,1,65.0,,,28.0,0.0,H42309-04-01,1,,7.0,4,0
3143,1,75.0,,,28.0,0.0,H42310-04-01,1,,30.0,4,0
3144,1,24.0,,,28.0,0.0,H42401-04-01,0,16.0,,4,1
3145,1,21.0,,,25.0,0.0,H42402-04-02,1,,,4,1
3146,2,43.0,,,25.0,1.0,H42403-04-01,0,15.0,,4,1
3147,1,35.0,2.0,19.0,25.0,1.0,H42404-04-02,0,41.0,,4,1
3148,1,30.0,8.0,7.0,30.0,1.0,H42405-04-01,0,31.0,2.0,4,1
3149,1,64.0,,,25.0,1.0,H42406-04-01,0,16.0,7.0,4,1
3150,1,32.0,,5.0,28.0,1.0,H42407-04-01,0,61.0,,4,1
3151,1,51.0,,,28.0,0.0,H42408-04-01,0,17.0,5.0,4,1
3152,1,27.0,,,28.0,1.0,H42409-04-01,0,34.0,,4,1
3153,1,39.0,,,28.0,1.0,H42410-04-01,0,51.0,5.0,4,1
3154,1,31.0,10.0,19.0,28.0,1.0,H42501-04-01,0,17.0,,4,0
3155,1,43.0,,,28.0,1.0,H42502-04-01,0,51.0,3.0,4,0
3156,1,33.0,,,28.0,1.0,H42503-04-01,0,36.0,,4,0
3157,1,60.0,,,28.0,0.0,H42504-04-01,0,14.0,20.0,4,0
3158,1,35.0,,,30.0,0.0,H42505-04-01,0,16.0,,4,0
3159,1,25.0,17.0,18.0,28.0,1.0,H42506-04-01,0,15.0,,4,0
3160,2,38.0,,,28.0,1.0,H42507-04-01,1,,,4,0
3161,1,37.0,,,28.0,1.0,H42508-04-01,1,,,4,0
3162,1,35.0,,,28.0,,H42509-04-01,1,12.0,,4,0
3163,1,73.0,,,28.0,1.0,H42510-04-01,0,16.0,20.0,4,0
3164,1,38.0,,,17.0,1.0,H42601-04-01,0,14.0,,4,0
3165,2,44.0,73.0,19.0,28.0,1.0,H42602-04-01,0,15.0,,4,0
3166,2,54.0,,,28.0,1.0,H42603-04-01,1,,,4,0
3167,1,84.0,,,28.0,0.0,H42604-04-01,0,16.0,,4,0
3168,2,58.0,,7.0,28.0,1.0,H42605-04-01,0,17.0,,4,0
3169,1,23.0,15.0,19.0,28.0,1.0,H42606-04-01,0,17.0,,4,0
3170,2,40.0,16.0,21.0,28.0,0.0,H42607-04-01,0,31.0,,4,0
3171,1,38.0,,,28.0,0.0,H42608-04-01,0,13.0,,4,0
3172,2,73.0,,,28.0,1.0,H42609-04-01,1,,,4,0
3173,2,46.0,,,17.0,0.0,H42610-04-01,1,,12.0,4,0
3174,1,26.0,14.0,19.0,16.0,0.0,H42701-04-01,0,15.0,,4,0
3175,1,32.0,16.0,19.0,25.0,0.0,H42702-04-01,0,15.0,,4,0
3176,1,28.0,,,28.0,1.0,H42703-04-01,0,34.0,,4,0
3177,1,93.0,,,25.0,0.0,H42704-04-01,1,,,4,0
3178,1,27.0,,,28.0,0.0,H42705-04-01,0,16.0,,4,0
3179,1,54.0,,,28.0,0.0,H42706-04-01,0,13.0,,4,0
3180,1,32.0,,,28.0,1.0,H42707-04-01,0,16.0,,4,0
3181,1,34.0,,,28.0,1.0,H42708-04-01,0,17.0,,4,0
3182,1,46.0,,,28.0,1.0,H42709-04-01,0,51.0,,4,0
3183,2,81.0,,,28.0,0.0,H42710-04-01,1,,,4,0
3184,2,58.0,,,38.0,1.0,H42801-04-01,0,14.0,,4,0
3185,2,66.0,,,28.0,0.0,H42802-04-01,1,,,4,0
3186,1,64.0,,,28.0,1.0,H42803-04-01,0,13.0,14.0,4,0
3187,1,40.0,,,28.0,1.0,H42804-04-01,1,,,4,0
3188,1,41.0,73.0,19.0,25.0,1.0,H42805-04-01,1,,,4,0
3189,1,46.0,,,28.0,1.0,H42806-04-01,1,,,4,0
3190,1,47.0,,,32.0,1.0,H42807-04-01,0,12.0,,4,0
3191,1,51.0,73.0,19.0,28.0,1.0,H42808-04-01,1,,,4,0
3192,1,43.0,,,38.0,1.0,H42809-04-01,0,13.0,7.0,4,0
3193,1,36.0,,,28.0,1.0,H42810-04-01,0,15.0,,4,0
3194,2,68.0,,,28.0,1.0,H42901-04-01,1,,14.0,4,1
3195,1,51.0,,,28.0,1.0,H42902-04-01,0,17.0,3.0,4,1
3196,1,15.0,51.0,18.0,28.0,1.0,H42903-04-01,0,,,4,1
3197,2,80.0,,,28.0,0.0,H42904-04-01,1,,6.0,4,1
3198,1,45.0,,,28.0,1.0,H42905-04-01,0,17.0,,4,1
3199,1,37.0,,,28.0,1.0,H42906-04-01,1,13.0,,4,1
3200,2,31.0,1.0,7.0,28.0,1.0,H42907-04-01,0,17.0,,4,0
3201,2,39.0,16.0,19.0,28.0,1.0,H42908-04-01,0,17.0,,4,1
3202,1,79.0,,,28.0,0.0,H42909-04-01,1,,5.0,4,1
3203,2,36.0,,,35.0,1.0,H42910-04-01,0,17.0,,4,1
3204,1,22.0,2.0,19.0,28.0,0.0,H43001-04-01,0,15.0,,4,0
3205,1,26.0,3.0,19.0,32.0,0.0,H43002-04-01,0,33.0,7.0,4,0
3206,2,37.0,,,25.0,1.0,H43003-04-01,1,,,4,0
