,sex,age,father_educ,father_ocup,ethnic,bednet,hh,writeread,classeduc,illdays,region,urban
2171,1,96.0,,,38.0,1.0,H32104-04-02,0,16.0,4.0,4,0
2172,1,96.0,,9.0,38.0,1.0,H32104-04-02,0,16.0,30.0,4,0
2173,1,96.0,,9.0,38.0,1.0,H32104-04-02,0,16.0,4.0,4,0
2174,1,52.0,,,38.0,1.0,H32104-04-02,0,16.0,30.0,4,0
2175,1,52.0,,,38.0,1.0,H32104-04-02,0,16.0,4.0,4,0
2176,1,52.0,,9.0,38.0,1.0,H32104-04-02,0,16.0,30.0,4,0
2177,1,52.0,,9.0,38.0,1.0,H32104-04-02,0,16.0,4.0,4,0
2178,1,32.0,,,38.0,1.0,H32105-04-01,0,32.0,,4,0
2179,2,56.0,,,28.0,1.0,H32106-04-01,0,17.0,,4,0
2180,1,38.0,,,38.0,1.0,H32106-04-02,0,61.0,,4,1
2181,1,31.0,,19.0,25.0,1.0,H32106-04-03,0,51.0,,4,1
2182,1,27.0,,,38.0,,H32106-04-04,0,61.0,4.0,4,1
2183,1,27.0,,,38.0,1.0,H32106-04-04,0,61.0,4.0,4,1
2184,1,23.0,,,38.0,1.0,H32106-04-05,0,41.0,7.0,4,1
2185,1,23.0,,,38.0,1.0,H32106-04-05,0,41.0,7.0,4,1
2186,1,40.0,,,38.0,1.0,H32108-04-01,0,22.0,4.0,4,0
2187,1,26.0,,,38.0,1.0,H32109-04-01,0,13.0,,4,0
2188,2,56.0,,,38.0,1.0,H32201-04-01,0,15.0,,4,0
2189,2,73.0,,,38.0,1.0,H32202-04-01,1,,7.0,4,0
2190,1,43.0,14.0,19.0,38.0,1.0,H32203-04-01,0,16.0,,4,0
2191,1,54.0,12.0,19.0,38.0,1.0,H32204-04-01,0,13.0,14.0,4,0
2192,2,37.0,34.0,5.0,25.0,0.0,H32205-04-01,0,34.0,,4,0
2193,1,46.0,,19.0,38.0,1.0,H32205-04-02,0,15.0,,4,0
2194,1,37.0,,,38.0,1.0,H32206-04-01,0,12.0,,4,0
2195,2,31.0,14.0,19.0,38.0,1.0,H32207-04-01,1,,30.0,4,1
2196,1,56.0,,13.0,38.0,1.0,H32209-04-01,0,17.0,10.0,4,0
2197,1,32.0,,5.0,38.0,1.0,H32209-04-02,0,22.0,,4,0
2198,1,33.0,,,17.0,1.0,H32401-04-01,1,,,1,1
2199,1,33.0,,1.0,17.0,1.0,H32402-04-01,0,61.0,,1,1
2200,2,49.0,,,17.0,0.0,H32403-04-01,0,34.0,,1,1
2201,1,34.0,,19.0,17.0,1.0,H32404-04-01,0,17.0,,1,1
2202,1,30.0,,,17.0,1.0,H32405-04-01,0,31.0,,1,1
2203,1,41.0,,19.0,17.0,1.0,H32406-04-01,0,61.0,,1,1
2204,1,34.0,,5.0,17.0,0.0,H32407-04-01,0,31.0,,1,1
2205,1,64.0,,,17.0,0.0,H32408-04-01,0,51.0,,1,1
2206,1,38.0,12.0,21.0,28.0,1.0,H32409-04-01,0,16.0,,1,1
2207,1,19.0,,19.0,17.0,1.0,H32410-04-01,0,33.0,,1,1
2208,1,48.0,8.0,19.0,47.0,0.0,H32501-04-01,0,17.0,,1,0
2209,1,43.0,33.0,5.0,17.0,1.0,H32502-04-01,0,17.0,,1,1
2210,1,44.0,,,11.0,1.0,H32503-04-01,0,32.0,,1,1
2211,2,17.0,,,17.0,1.0,H32504-04-01,0,32.0,2.0,1,0
2212,2,25.0,15.0,19.0,17.0,0.0,H32505-04-01,0,17.0,4.0,1,1
2213,1,45.0,,,17.0,1.0,H32506-04-01,0,33.0,,1,1
2214,1,27.0,,,28.0,1.0,H32507-04-01,0,33.0,,1,0
2215,2,23.0,34.0,19.0,96.0,1.0,H32508-04-01,0,34.0,3.0,1,1
2216,1,38.0,,,30.0,0.0,H32509-04-01,1,14.0,28.0,1,1
2217,1,60.0,,,16.0,0.0,H32510-04-01,0,14.0,,1,1
2218,1,27.0,,,17.0,0.0,H32601-04-01,0,17.0,,1,1
2219,1,57.0,,,17.0,1.0,H32602-04-01,0,61.0,,1,1
2220,1,27.0,,,21.0,1.0,H32603-04-01,0,15.0,,1,1
2221,2,21.0,34.0,19.0,17.0,1.0,H32604-04-01,0,41.0,14.0,1,1
2222,1,35.0,36.0,5.0,54.0,1.0,H32605-04-01,0,36.0,,1,1
2223,1,21.0,34.0,19.0,17.0,0.0,H32606-04-01,0,31.0,14.0,1,1
2224,1,45.0,,,35.0,0.0,H32607-04-01,0,33.0,5.0,1,1
2225,1,24.0,13.0,19.0,57.0,1.0,H32608-04-01,0,32.0,,1,1
2226,1,32.0,,,17.0,1.0,H32609-04-01,0,31.0,,1,1
2227,2,35.0,51.0,10.0,96.0,1.0,H32610-04-01,0,14.0,,1,1
2228,1,73.0,,,17.0,0.0,H32701-04-01,0,61.0,,1,1
2229,1,69.0,,,16.0,1.0,H32702-04-01,0,61.0,,1,1
2230,1,31.0,73.0,10.0,96.0,1.0,H32703-04-01,0,61.0,,1,1
2231,1,45.0,,,28.0,1.0,H32704-04-01,0,36.0,,1,1
2232,1,46.0,61.0,10.0,96.0,1.0,H32705-04-01,0,61.0,,1,1
2233,1,38.0,51.0,1.0,17.0,1.0,H32707-04-01,0,51.0,3.0,1,1
2234,2,41.0,,,17.0,,H32708-04-01,0,51.0,,1,1
2235,2,47.0,,,38.0,1.0,H32709-04-01,0,51.0,,1,1
2236,1,30.0,,,17.0,1.0,H32710-04-01,0,32.0,,1,1
2237,1,29.0,,,17.0,1.0,H32801-04-01,0,51.0,,1,1
2238,1,51.0,,,17.0,1.0,H32802-04-01,0,31.0,12.0,1,1
2239,1,30.0,5.0,5.0,17.0,1.0,H32803-04-01,0,61.0,,1,1
2240,2,53.0,,,17.0,1.0,H32804-04-01,0,32.0,,1,1
2241,1,63.0,,,17.0,0.0,H32805-04-01,1,15.0,30.0,1,1
2242,2,75.0,,,17.0,1.0,H32806-04-01,0,,,1,1
2243,1,31.0,,,17.0,1.0,H32807-04-01,0,34.0,,1,1
2244,2,29.0,34.0,1.0,96.0,0.0,H32810-04-01,0,34.0,,1,1
2245,1,43.0,,,28.0,1.0,H32901-04-01,0,61.0,,1,1
2246,1,41.0,6.0,10.0,17.0,0.0,H32902-04-01,0,51.0,,1,1
2247,2,30.0,,,28.0,1.0,H32903-04-01,0,,,1,1
2248,2,29.0,,,17.0,1.0,H32904-04-01,0,34.0,,1,1
2249,2,26.0,,,17.0,1.0,H32905-04-01,0,41.0,,1,1
2250,1,27.0,,,17.0,1.0,H32906-04-01,0,61.0,5.0,1,1
2251,1,32.0,,,17.0,1.0,H32907-04-01,0,51.0,,1,1
2252,1,27.0,,,17.0,1.0,H32908-04-01,0,,,1,1
2253,1,34.0,,,17.0,1.0,H32909-04-01,0,32.0,,1,1
2254,1,25.0,10.0,19.0,25.0,0.0,H32910-04-01,0,34.0,,1,0
2255,1,45.0,,,17.0,1.0,H33001-04-01,0,15.0,2.0,1,1
2256,1,52.0,,,35.0,1.0,H33002-04-01,0,36.0,,1,1
2257,1,55.0,,,17.0,1.0,H33003-04-01,0,17.0,,1,1
2258,1,23.0,8.0,19.0,17.0,1.0,H33004-04-01,0,34.0,,1,1
2259,2,41.0,,,17.0,0.0,H33005-04-01,0,51.0,,1,0
2260,1,27.0,,,17.0,1.0,H33008-04-01,0,10.0,,1,1
2261,1,34.0,,19.0,17.0,0.0,H33101-04-01,0,34.0,,1,1
2262,1,44.0,17.0,10.0,17.0,1.0,H33102-04-01,0,36.0,2.0,1,1
2263,1,52.0,,,17.0,1.0,H33103-04-01,0,17.0,,1,1
2264,1,61.0,,,18.0,0.0,H33104-04-01,0,14.0,,1,1
2265,1,39.0,10.0,4.0,18.0,1.0,H33105-04-01,0,17.0,,1,1
2266,2,61.0,,,17.0,0.0,H33106-04-01,1,22.0,,1,1
2267,1,63.0,,,17.0,1.0,H33107-04-01,0,12.0,,1,1
2268,1,39.0,,19.0,17.0,0.0,H33108-04-01,0,34.0,4.0,1,1
2269,1,35.0,,,26.0,1.0,H33109-04-01,0,51.0,,1,1
2270,1,30.0,8.0,99.0,17.0,1.0,H33110-04-01,0,34.0,3.0,1,1
2271,1,47.0,,,17.0,1.0,H33201-04-01,0,36.0,3.0,1,1
2272,1,52.0,,,17.0,1.0,H33202-04-01,0,36.0,,1,1
2273,1,35.0,,,17.0,1.0,H33203-04-01,0,61.0,,1,1
2274,2,26.0,34.0,5.0,17.0,0.0,H33204-04-01,0,34.0,,1,1
2275,1,69.0,,,17.0,1.0,H33205-04-01,0,,,1,1
2276,1,33.0,,,28.0,1.0,H33206-04-01,0,61.0,,1,1
2277,2,25.0,1.0,5.0,17.0,1.0,H33208-04-01,0,51.0,,1,1
2278,1,30.0,,5.0,17.0,0.0,H33209-04-01,0,34.0,,1,1
2279,1,42.0,,10.0,17.0,1.0,H33210-04-01,0,36.0,,1,1
2280,1,32.0,,14.0,28.0,,H33301-04-01,0,51.0,,1,1
2281,1,21.0,36.0,5.0,17.0,1.0,H33302-04-01,0,36.0,,1,1
2282,2,53.0,,,26.0,1.0,H33303-04-01,0,17.0,3.0,1,1
2283,1,28.0,34.0,19.0,16.0,1.0,H33304-04-01,0,34.0,,1,1
2284,1,26.0,32.0,19.0,25.0,1.0,H33305-04-01,0,35.0,,1,1
2285,1,51.0,,,28.0,1.0,H33306-04-01,0,34.0,,1,1
2286,2,77.0,,,17.0,0.0,H33307-04-01,1,,7.0,1,1
2287,1,42.0,,,17.0,1.0,H33308-04-01,0,51.0,14.0,1,1
2288,2,30.0,,,28.0,1.0,H33309-04-01,0,36.0,,1,1
2289,1,47.0,,,35.0,1.0,H33310-04-01,0,36.0,,1,1
2290,1,46.0,,,17.0,1.0,H33401-04-01,0,32.0,7.0,1,1
2291,1,25.0,2.0,21.0,25.0,0.0,H33402-04-01,0,51.0,5.0,1,1
2292,1,66.0,,,17.0,1.0,H33403-04-01,0,17.0,,1,1
2293,2,65.0,,,17.0,1.0,H33404-04-01,0,22.0,3.0,1,1
2294,1,33.0,5.0,5.0,17.0,1.0,H33405-04-01,0,61.0,3.0,1,1
2295,1,30.0,,,16.0,0.0,H33406-04-01,0,51.0,,1,1
2296,1,26.0,,,30.0,1.0,H33407-04-01,0,36.0,7.0,1,1
2297,1,42.0,,,11.0,1.0,H33408-04-01,0,51.0,,1,1
2298,2,32.0,17.0,19.0,28.0,1.0,H33410-04-01,0,34.0,,1,1
2299,2,45.0,,,30.0,1.0,H33501-04-01,1,,,1,0
2300,1,35.0,73.0,19.0,30.0,1.0,H33502-04-01,0,14.0,7.0,1,0
2301,1,60.0,,,17.0,0.0,H33503-04-01,0,16.0,2.0,1,0
2302,1,77.0,,,73.0,1.0,H33504-04-01,1,,7.0,1,0
2303,1,40.0,73.0,19.0,73.0,1.0,H33505-04-01,0,17.0,,1,0
2304,1,47.0,,,17.0,1.0,H33506-04-01,0,32.0,,1,0
2305,2,42.0,,1.0,17.0,1.0,H33507-04-01,0,32.0,7.0,1,0
2306,1,36.0,,,73.0,,H33508-04-01,0,15.0,,1,0
2307,1,91.0,,,73.0,1.0,H33509-04-01,1,13.0,7.0,1,0
2308,1,60.0,,,28.0,1.0,H33510-04-01,0,17.0,7.0,1,0
2309,2,22.0,,,16.0,0.0,H33601-04-01,0,34.0,,1,1
2310,2,45.0,,,17.0,0.0,H33602-04-01,0,33.0,,1,1
2311,1,34.0,,,17.0,0.0,H33603-04-01,0,33.0,2.0,1,1
2312,1,40.0,,,17.0,1.0,H33604-04-01,0,16.0,4.0,1,1
2313,1,47.0,,,17.0,0.0,H33605-04-01,0,16.0,4.0,1,1
2314,1,43.0,,,17.0,1.0,H33606-04-01,0,14.0,,1,1
2315,1,25.0,8.0,5.0,17.0,1.0,H33607-04-01,0,16.0,,1,1
2316,1,23.0,,4.0,17.0,1.0,H33608-04-01,0,32.0,,1,1
2317,1,41.0,22.0,19.0,17.0,0.0,H33609-04-01,0,32.0,,1,0
2318,1,28.0,,,17.0,1.0,H33610-04-01,0,16.0,5.0,1,1
2319,1,37.0,,,38.0,1.0,H33701-04-01,0,,,1,0
2320,1,48.0,,,17.0,1.0,H33702-04-01,0,61.0,,1,0
2321,1,42.0,,,18.0,1.0,H33703-04-01,0,61.0,,1,0
2322,1,44.0,10.0,10.0,25.0,1.0,H33704-04-01,0,16.0,5.0,1,0
2323,2,65.0,,,17.0,1.0,H33705-04-01,0,17.0,,1,0
2324,1,28.0,32.0,21.0,17.0,1.0,H33706-04-01,0,61.0,7.0,1,0
2325,2,37.0,61.0,5.0,17.0,1.0,H33707-04-01,0,51.0,14.0,1,0
2326,2,34.0,,88.0,17.0,1.0,H33708-04-01,0,41.0,2.0,1,0
2327,1,54.0,,,17.0,0.0,H33709-04-01,0,16.0,,1,0
2328,2,51.0,,,17.0,1.0,H33710-04-01,0,34.0,,1,0
2329,2,61.0,,,17.0,1.0,H33801-04-01,1,11.0,23.0,1,0
2330,2,32.0,,,17.0,1.0,H33802-04-01,0,32.0,,1,0
2331,1,24.0,1.0,19.0,32.0,0.0,H33803-04-01,0,17.0,,1,0
2332,1,36.0,,,17.0,0.0,H33804-04-01,0,16.0,,1,0
2333,2,27.0,,,17.0,0.0,H33805-04-01,0,14.0,,1,0
2334,1,66.0,,,17.0,1.0,H33806-04-01,0,15.0,,1,0
2335,1,54.0,,,32.0,1.0,H33807-04-01,0,,,1,0
2336,2,47.0,,,17.0,1.0,H33808-04-01,0,15.0,6.0,1,0
2337,2,65.0,,,25.0,1.0,H33809-04-01,0,,5.0,1,0
2338,1,22.0,,18.0,96.0,0.0,H33810-04-01,0,17.0,,1,0
2339,1,24.0,,18.0,17.0,1.0,H33901-04-01,0,15.0,6.0,1,1
2340,2,80.0,,,17.0,1.0,H33902-04-01,0,23.0,21.0,1,1
2341,1,38.0,,,17.0,1.0,H33903-04-01,0,17.0,,1,1
2342,1,24.0,16.0,18.0,45.0,1.0,H33904-04-01,0,35.0,3.0,1,1
2343,1,38.0,,4.0,17.0,1.0,H33905-04-01,0,12.0,,1,1
2344,1,23.0,,,47.0,1.0,H33906-04-01,0,51.0,3.0,1,1
2345,2,50.0,21.0,19.0,17.0,1.0,H33907-04-01,0,17.0,,1,1
2346,1,49.0,,,12.0,,H33908-04-01,0,32.0,,1,0
2347,2,30.0,,5.0,32.0,1.0,H33909-04-01,0,35.0,,1,1
2348,1,44.0,,,35.0,1.0,H33910-04-01,0,36.0,5.0,1,1
2349,1,23.0,,,17.0,1.0,H34001-04-01,0,16.0,,1,0
2350,1,29.0,,,17.0,0.0,H34002-04-01,0,16.0,4.0,1,0
2351,1,57.0,,,17.0,1.0,H34003-04-01,1,17.0,,1,0
2352,1,38.0,,,17.0,1.0,H34004-04-01,0,17.0,,1,0
2353,2,30.0,13.0,19.0,17.0,1.0,H34005-04-01,0,32.0,7.0,1,0
2354,2,76.0,,,17.0,1.0,H34006-04-01,1,16.0,20.0,1,0
2355,2,75.0,,,17.0,1.0,H34007-04-01,0,16.0,,1,0
2356,1,33.0,,,17.0,1.0,H34008-04-01,0,16.0,7.0,1,0
2357,1,35.0,,,73.0,1.0,H34009-04-01,0,,,1,0
2358,2,80.0,,,17.0,0.0,H34010-04-01,1,,20.0,1,0
2359,1,57.0,,,17.0,1.0,H34101-04-01,0,13.0,20.0,1,0
2360,1,35.0,,,17.0,1.0,H34102-04-01,0,15.0,4.0,1,0
2361,1,60.0,,,17.0,1.0,H34103-04-01,0,31.0,,1,0
2362,1,65.0,,,17.0,,H34104-04-01,0,17.0,,1,0
2363,2,65.0,,,73.0,0.0,H34105-04-01,1,,,1,0
2364,1,29.0,,,28.0,1.0,H34106-04-01,0,14.0,,1,0
2365,1,40.0,,,28.0,0.0,H34107-04-01,0,16.0,,1,0
2366,1,30.0,,,28.0,1.0,H34108-04-01,0,32.0,,1,0
2367,2,48.0,17.0,19.0,17.0,1.0,H34109-04-01,0,13.0,2.0,1,0
2368,2,56.0,,,25.0,1.0,H34110-04-01,0,10.0,10.0,1,0
2369,1,36.0,2.0,9.0,28.0,1.0,H34201-04-01,0,16.0,14.0,1,0
2370,1,28.0,,,28.0,1.0,H34202-04-01,0,17.0,14.0,1,0
2371,1,69.0,,,28.0,0.0,H34203-04-01,1,,30.0,1,0
2372,1,33.0,,,28.0,1.0,H34204-04-01,0,17.0,7.0,1,0
2373,2,50.0,,,28.0,1.0,H34205-04-01,1,11.0,7.0,1,0
2374,2,56.0,,,28.0,1.0,H34206-04-01,1,11.0,,1,0
2375,1,41.0,,,28.0,1.0,H34207-04-01,0,17.0,,1,0
2376,2,63.0,,,28.0,1.0,H34208-04-01,1,,14.0,1,0
2377,1,23.0,,,28.0,1.0,H34209-04-01,0,16.0,,1,0
2378,1,29.0,,19.0,28.0,1.0,H34210-04-01,0,17.0,,1,0
2379,1,27.0,17.0,19.0,17.0,1.0,H34301-04-01,0,15.0,1.0,1,0
2380,1,60.0,,,30.0,1.0,H34302-04-01,0,17.0,12.0,1,0
2381,2,50.0,,,30.0,,H34303-04-01,1,,4.0,1,0
2382,2,62.0,73.0,19.0,28.0,0.0,H34304-04-01,1,,12.0,1,0
2383,2,31.0,,18.0,16.0,1.0,H34305-04-01,0,15.0,,1,0
2384,1,35.0,,,28.0,1.0,H34306-04-01,0,13.0,,1,0
2385,2,54.0,,,28.0,0.0,H34308-04-01,0,13.0,17.0,1,0
2386,1,42.0,,,30.0,1.0,H34309-04-01,1,13.0,,1,0
2387,1,36.0,,,17.0,1.0,H34310-04-01,0,17.0,5.0,1,0
2388,2,41.0,,,24.0,0.0,H34401-04-02,1,,7.0,1,0
2389,1,35.0,,,18.0,1.0,H34402-04-01,0,14.0,4.0,1,0
2390,2,93.0,,,30.0,1.0,H34403-04-01,1,,30.0,1,0
2391,1,26.0,2.0,10.0,24.0,1.0,H34404-04-01,1,17.0,,1,0
2392,1,43.0,1.0,19.0,45.0,1.0,H34405-04-01,0,15.0,,1,0
2393,1,38.0,,,35.0,0.0,H34406-04-01,0,34.0,4.0,1,0
2394,1,42.0,,,35.0,1.0,H34407-04-01,0,13.0,,1,0
2395,1,75.0,,,24.0,0.0,H34409-04-01,1,,18.0,1,0
2396,1,22.0,,19.0,34.0,1.0,H34410-04-01,0,16.0,,1,0
2397,2,48.0,3.0,1.0,17.0,1.0,H34501-04-01,0,34.0,7.0,1,1
2398,1,29.0,,,35.0,0.0,H34502-04-01,0,31.0,21.0,1,1
2399,1,59.0,,,17.0,1.0,H34503-04-01,0,34.0,4.0,1,1
2400,2,24.0,,,17.0,1.0,H34504-04-01,0,36.0,,1,1
2401,2,23.0,8.0,99.0,17.0,1.0,H34505-04-01,0,61.0,,1,1
2402,1,30.0,,,25.0,0.0,H34506-04-01,0,15.0,,1,1
2403,1,30.0,16.0,19.0,25.0,1.0,H34507-04-01,0,17.0,,1,1
2404,2,38.0,17.0,4.0,17.0,0.0,H34508-04-01,0,16.0,,1,1
2405,1,38.0,,,17.0,1.0,H34509-04-01,0,17.0,,1,1
2406,2,51.0,,,17.0,0.0,H34510-04-01,0,33.0,,1,1
2407,1,23.0,,,17.0,1.0,H34601-04-01,0,33.0,2.0,1,0
2408,2,40.0,,9.0,17.0,0.0,H34602-04-01,0,32.0,2.0,1,0
2409,1,35.0,,,17.0,0.0,H34603-04-01,0,16.0,,1,0
2410,2,70.0,,,17.0,0.0,H34604-04-01,0,16.0,25.0,1,1
2411,1,55.0,,,17.0,1.0,H34605-04-01,0,14.0,,1,0
2412,1,46.0,,,25.0,1.0,H34606-04-01,0,32.0,7.0,1,0
2413,1,51.0,70.0,5.0,17.0,1.0,H34607-04-01,0,51.0,,1,0
2414,1,25.0,21.0,19.0,17.0,0.0,H34608-04-01,0,17.0,,1,0
2415,2,27.0,16.0,19.0,30.0,0.0,H34610-04-01,0,17.0,,1,0
2416,1,28.0,,19.0,28.0,1.0,H34701-04-01,0,51.0,,1,1
2417,1,48.0,,,17.0,0.0,H34703-04-01,1,14.0,,1,1
2418,1,44.0,34.0,1.0,35.0,1.0,H34704-04-01,0,51.0,,1,1
2419,1,34.0,,,17.0,1.0,H34705-04-01,0,61.0,3.0,1,1
2420,2,29.0,,,28.0,0.0,H34706-04-01,0,34.0,,1,1
2421,2,58.0,,,17.0,1.0,H34707-04-01,0,17.0,15.0,1,1
2422,1,27.0,,5.0,28.0,1.0,H34708-04-01,0,32.0,7.0,1,1
2423,1,54.0,,,17.0,0.0,H34709-04-01,0,61.0,7.0,1,1
2424,1,39.0,,,17.0,1.0,H34710-04-01,0,61.0,,1,1
2425,2,31.0,70.0,19.0,28.0,1.0,H34901-04-01,0,51.0,3.0,1,1
2426,1,40.0,,,57.0,,H34902-04-01,0,33.0,,1,1
2427,1,45.0,,,17.0,1.0,H34903-04-01,0,34.0,5.0,1,1
2428,2,26.0,15.0,19.0,17.0,1.0,H34904-04-01,0,34.0,,1,1
2429,1,23.0,17.0,18.0,17.0,,H34905-04-01,0,34.0,,1,1
2430,1,38.0,,19.0,25.0,1.0,H34906-04-01,0,34.0,,1,1
2431,1,46.0,,,35.0,1.0,H34907-04-01,0,34.0,3.0,1,1
2432,1,24.0,17.0,5.0,17.0,0.0,H34908-04-01,0,51.0,10.0,1,1
2433,1,39.0,,88.0,17.0,1.0,H34910-04-01,0,61.0,,1,1
2434,1,79.0,,,17.0,1.0,H35001-04-01,0,21.0,14.0,1,0
2435,1,48.0,,,17.0,0.0,H35002-04-01,0,,7.0,1,0
2436,2,54.0,,,17.0,1.0,H35003-04-01,1,12.0,5.0,1,0
2437,2,42.0,,,17.0,0.0,H35004-04-01,0,15.0,,1,0
2438,1,47.0,,,17.0,0.0,H35005-04-01,0,17.0,,1,0
2439,2,48.0,,,17.0,1.0,H35006-04-01,0,16.0,,1,0
2440,1,27.0,14.0,19.0,17.0,1.0,H35007-04-01,0,34.0,,1,0
2441,2,46.0,,,32.0,0.0,H35008-04-01,1,,7.0,1,0
2442,2,37.0,,,17.0,0.0,H35009-04-01,0,15.0,5.0,1,0
2443,2,85.0,,,17.0,1.0,H35010-04-01,1,,,1,0
2444,2,47.0,,,17.0,1.0,H35101-04-01,0,14.0,,1,0
2445,1,38.0,,,17.0,0.0,H35102-04-01,0,34.0,7.0,1,0
2446,1,43.0,,,17.0,,H35103-04-01,0,31.0,,1,0
2447,1,42.0,14.0,19.0,17.0,1.0,H35104-04-01,0,32.0,,1,0
2448,1,54.0,,,17.0,0.0,H35105-04-02,0,17.0,,1,0
2449,1,37.0,,,17.0,1.0,H35106-04-01,0,16.0,13.0,1,0
2450,1,50.0,16.0,19.0,17.0,0.0,H35107-04-01,0,41.0,,1,0
2451,1,40.0,,,17.0,0.0,H35108-04-01,0,33.0,,1,0
2452,1,45.0,,,17.0,1.0,H35109-04-01,0,33.0,,1,0
2453,1,31.0,,18.0,17.0,0.0,H35110-04-01,0,34.0,,1,0
2454,2,28.0,23.0,1.0,96.0,1.0,H35201-04-01,0,17.0,6.0,1,0
2455,1,27.0,,,17.0,0.0,H35202-04-01,0,12.0,2.0,1,0
2456,1,38.0,70.0,19.0,50.0,0.0,H35203-04-01,0,41.0,,1,0
2457,2,61.0,,,17.0,1.0,H35204-04-01,0,16.0,14.0,1,0
2458,2,42.0,,,17.0,0.0,H35205-04-01,0,31.0,,1,0
2459,1,31.0,,,17.0,1.0,H35206-04-01,0,33.0,,1,0
2460,2,60.0,,,17.0,0.0,H35207-04-01,0,16.0,,1,0
2461,2,54.0,,,17.0,1.0,H35208-04-01,0,51.0,,1,0
2462,1,42.0,34.0,10.0,96.0,1.0,H35210-04-01,0,51.0,,1,1
2463,2,105.0,,,17.0,1.0,H35301-04-01,1,,7.0,1,1
2464,1,73.0,,,17.0,,H35302-04-01,0,34.0,,1,1
2465,2,44.0,17.0,19.0,35.0,0.0,H35303-04-01,0,33.0,14.0,1,1
2466,1,75.0,,,17.0,,H35304-04-01,0,16.0,12.0,1,1
2467,1,52.0,73.0,18.0,45.0,1.0,H35305-04-01,0,16.0,,1,1
2468,2,45.0,,,35.0,0.0,H35306-04-01,0,51.0,,1,1
2469,2,31.0,,,17.0,1.0,H35307-04-01,1,12.0,,1,1
2470,2,39.0,,19.0,17.0,1.0,H35308-04-01,0,16.0,5.0,1,1
2471,1,30.0,,,35.0,0.0,H35309-04-01,0,14.0,,1,1
2472,1,30.0,,1.0,35.0,,H35310-04-01,0,51.0,,1,1
2473,1,23.0,32.0,21.0,17.0,0.0,H35401-04-01,0,17.0,,1,0
2474,1,21.0,,,17.0,1.0,H35402-04-01,0,31.0,,1,0
2475,1,29.0,,,17.0,1.0,H35403-04-01,0,16.0,,1,0
2476,2,37.0,,,30.0,0.0,H35404-04-01,1,,,1,0
2477,1,30.0,17.0,1.0,17.0,1.0,H35405-04-01,0,16.0,,1,0
2478,1,24.0,,,35.0,1.0,H35406-04-01,0,,,1,0
2479,1,51.0,,,17.0,1.0,H35407-04-01,0,17.0,,1,0
2480,2,50.0,,,17.0,1.0,H35408-04-01,0,17.0,,1,0
2481,2,44.0,,,17.0,0.0,H35409-04-01,0,12.0,20.0,1,0
2482,2,30.0,,,17.0,1.0,H35410-04-01,0,16.0,,1,0
2483,1,16.0,8.0,19.0,17.0,0.0,H35501-04-01,0,17.0,14.0,1,0
2484,1,45.0,,,17.0,1.0,H35502-04-01,0,51.0,,1,0
2485,1,21.0,2.0,5.0,17.0,0.0,H35503-04-01,0,15.0,,1,0
2486,2,50.0,,,17.0,0.0,H35504-04-01,0,17.0,14.0,1,0
2487,2,40.0,8.0,9.0,30.0,0.0,H35505-04-01,0,31.0,3.0,1,0
2488,1,46.0,,,17.0,1.0,H35506-04-01,0,17.0,,1,0
2489,2,75.0,,,17.0,1.0,H35507-04-01,1,12.0,13.0,1,0
2490,2,78.0,,,17.0,1.0,H35508-04-01,0,21.0,7.0,1,0
2491,2,26.0,,,17.0,1.0,H35509-04-02,0,51.0,,1,0
2492,2,62.0,,,17.0,1.0,H35510-04-01,0,13.0,7.0,1,0
2493,2,60.0,,,17.0,1.0,H35601-04-01,1,,14.0,1,0
2494,2,50.0,,,17.0,1.0,H35602-04-01,0,34.0,7.0,1,1
2495,1,50.0,,,17.0,1.0,H35603-04-01,0,34.0,8.0,1,0
2496,1,32.0,,,17.0,0.0,H35604-04-01,0,15.0,,1,0
2497,1,60.0,,,73.0,1.0,H35605-04-01,0,,,1,0
2498,2,45.0,,,28.0,1.0,H35606-04-01,0,16.0,14.0,1,0
2499,2,70.0,,,28.0,1.0,H35607-04-01,1,,14.0,1,0
2500,1,78.0,,,17.0,1.0,H35608-04-01,0,14.0,,1,0
2501,2,49.0,16.0,5.0,17.0,0.0,H35609-04-01,0,14.0,6.0,1,0
2502,1,39.0,,,17.0,1.0,H35610-04-01,0,13.0,7.0,1,0
2503,2,51.0,,,32.0,0.0,H35701-04-01,1,12.0,14.0,1,1
2504,1,77.0,,,17.0,0.0,H35702-04-01,0,31.0,30.0,1,1
2505,1,31.0,61.0,10.0,17.0,1.0,H35703-04-01,0,36.0,,1,1
2506,1,27.0,,,17.0,1.0,H35704-04-01,0,16.0,,1,0
2507,1,25.0,17.0,1.0,17.0,1.0,H35705-04-01,0,33.0,14.0,1,1
2508,2,61.0,,,17.0,1.0,H35706-04-01,0,17.0,7.0,1,1
2509,2,47.0,16.0,5.0,17.0,1.0,H35707-04-01,0,17.0,7.0,1,1
2510,2,49.0,,,17.0,1.0,H35708-04-01,1,,10.0,1,0
2511,1,25.0,,,17.0,1.0,H35709-04-01,0,15.0,,1,1
2512,2,80.0,,,17.0,0.0,H35710-04-01,1,,30.0,1,1
2513,1,24.0,,,28.0,1.0,H35801-04-01,0,15.0,7.0,1,0
2514,1,24.0,73.0,19.0,28.0,1.0,H35802-04-01,0,16.0,3.0,1,0
