,hh,ctotal,inctotal,wtotal,sex,region,urban,classeduc
1294,H24210-04-01,1044.0237356489158,46744.53747841753,75.98268771451477,1.0,3.0,1.0,14.0
1295,H24210-04-02,486.72133040255056,168.05017819955873,96.86892414788852,1.0,3.0,1.0,16.0
1296,H24401-04-01,918.8072143561105,6.569686922384202,201.83538155991462,2.0,3.0,0.0,12.0
1297,H24401-04-02,825.726554167689,75.62258018980143,3254.8318621215244,1.0,3.0,0.0,17.0
1298,H24403-04-01,1374.0865180773358,-21557.467853208746,345.63852863876883,1.0,3.0,0.0,22.0
1299,H24403-04-02,1158.3817974590543,196.0412826769786,113.14460810772792,1.0,3.0,0.0,34.0
1300,H24407-04-01,1966.4532889123109,47241.357035646135,55.44085797278668,2.0,3.0,0.0,12.0
1301,H24409-04-01,1293.1333758892904,472191.1097142841,588.351962160185,1.0,3.0,0.0,15.0
1302,H24411-04-01,1310.5033039367877,521689.2042801642,229.02838571768433,1.0,3.0,0.0,13.0
1303,H24502-04-01,1100.4590577600338,-8459.793555142502,38.688156320706966,2.0,3.0,0.0,33.0
1304,H24505-04-01,1675.8176391181698,128224.68936832501,90.51568648618233,2.0,3.0,0.0,
1305,H24506-04-01,510.4524162811596,-3309.0694569562243,647.1132219098722,1.0,3.0,0.0,
1306,H24506-04-02,464.3226423653808,60.13795662712781,835.8095648596625,1.0,3.0,0.0,
1307,H24507-04-01,822.8167887679415,1965.7160240465769,85.04094738419549,1.0,3.0,0.0,12.0
1308,H24509-04-01,936.6183655679077,584576.1842444135,199.09801200892124,1.0,3.0,1.0,61.0
1309,H24510-04-01,2302.310283688864,44172.54994260885,20152.879617020335,1.0,3.0,0.0,51.0
1310,H24511-04-01,781.4909458319022,624.426448174893,92.54763385132841,2.0,3.0,0.0,13.0
1311,H24512-04-01,615.7838672598116,-0.7202150494266802,151.24516037960282,1.0,3.0,1.0,
1312,H24601-04-01,1139.224642347779,492412.428735866,168.73877397581487,2.0,3.0,0.0,
1313,H24603-04-01,559.1805314595497,-2331.861878171525,31.478382997657423,2.0,3.0,0.0,
1314,H24604-04-01,,-10.431789714339963,169.83685710364009,1.0,3.0,0.0,
1315,H24605-04-01,1327.9485292500137,-2642.782284629487,423.8600873405501,1.0,3.0,0.0,13.0
1316,H24606-04-01,1089.24845930754,-3724.4447651823452,42.0000070734193,2.0,3.0,0.0,
1317,H24608-04-01,457.09540334272793,147708.59337498125,123.53435188034169,2.0,3.0,0.0,
1318,H24610-04-01,876.3518717284833,-18696.4479763432,531.8793999211463,2.0,3.0,0.0,
1319,H24802-04-01,1507.7970828747134,87.02497751805963,125.46022148390637,1.0,3.0,0.0,17.0
1320,H24802-04-02,653.4233111468749,94391.54163008122,278.81141730086136,1.0,3.0,0.0,
1321,H24803-04-01,516.2211218484008,769909.9135696935,102.34912805266046,2.0,3.0,0.0,
1322,H24804-04-01,258.11056092420046,11.005282586307574,31.548476747415044,1.0,3.0,0.0,
1323,H24805-04-01,1448.1484512569264,189.45593972328493,206.34904849326705,1.0,3.0,0.0,15.0
1324,H24806-04-01,1088.310884764459,327716.05732500297,210.38250548289534,2.0,3.0,0.0,
1325,H24808-04-01,814.4496440631949,489740.5533144387,38.946242364480625,2.0,3.0,0.0,
1326,H24809-04-01,1313.8351069049465,-7324.448729208327,205.8327108141476,1.0,3.0,0.0,32.0
1327,H24811-04-01,1465.5434603396711,-15954.875979887604,165.61252594241762,2.0,3.0,0.0,12.0
1328,H25001-04-01,2269.3738731931685,1054417.0204841795,255.89749395192493,1.0,3.0,0.0,34.0
1329,H25002-04-01,1037.2496115890244,154.77550466470277,171.81168433505644,1.0,3.0,0.0,
1330,H25004-04-01,1218.3951555650763,555457.8564782166,184.3049382551884,1.0,3.0,0.0,16.0
1331,H25005-04-01,1194.0169724970594,99.16345609079534,140.9822635258812,1.0,3.0,0.0,13.0
1332,H25008-04-01,1585.316182043633,824935.2630496144,179.34853055310668,1.0,3.0,0.0,14.0
1333,H25009-04-01,941.2670503824357,975247.5454004593,171.81168433505644,1.0,3.0,0.0,14.0
1334,H25011-04-01,1178.1786893727165,-9240.921322958106,116.71595433731686,2.0,3.0,0.0,
1335,H25201-04-01,1951.1064174534188,734445.5824593445,562.4693297126474,1.0,4.0,0.0,12.0
1336,H25201-04-02,1292.2969334665743,513963.05890905764,252.49270040140834,1.0,4.0,0.0,16.0
1337,H25203-04-01,1466.7133608043769,31192.37700652423,986.6861721738032,1.0,4.0,0.0,51.0
1338,H25204-04-01,656.7904258783685,-12481.026320635272,550.2750845939808,2.0,4.0,0.0,
1339,H25204-04-02,656.2125196523427,1611000.866016257,59.95777095018102,1.0,4.0,0.0,14.0
1340,H25208-04-01,2172.566218465897,311450.54801333643,1134.5021599669797,1.0,4.0,0.0,32.0
1341,H25209-04-01,3062.8307596587047,855031.8921573474,1130.1678632717858,1.0,4.0,0.0,15.0
1342,H25210-04-01,1331.3714522318642,66229.42688988546,375.46464958826147,1.0,4.0,0.0,15.0
1343,H25401-04-01,1379.2030498992842,480650.9821315571,410.4639859946228,1.0,4.0,0.0,
1344,H25402-04-01,1186.9678593207652,-27486.291266795735,1509.6850719229776,1.0,4.0,0.0,
1345,H25402-04-02,1134.7603648588374,1839804.6023285738,431.39104073674577,1.0,4.0,0.0,14.0
1346,H25403-04-01,625.3365354743447,197.00348193270707,304.47640261908737,1.0,4.0,0.0,15.0
1347,H25403-04-02,485.28738523049407,505.73715626797224,392.8412030538877,2.0,4.0,0.0,11.0
1348,H25404-04-01,1869.263272176228,-17781.30476850455,4970.726213221108,1.0,4.0,0.0,34.0
1349,H25406-04-01,1419.8088791528148,928750.79006152,3825.06175141769,1.0,4.0,0.0,
1350,H25407-04-01,1404.6511374160566,1091035.783839082,1936.6874038021238,2.0,4.0,0.0,11.0
1351,H25408-04-01,1900.0777411062577,165899.7253220881,1251.977969817057,2.0,4.0,0.0,
1352,H25409-04-01,3640.8128315085255,179347.26989913106,2608.3478491035157,1.0,4.0,0.0,15.0
1353,H25410-04-01,1545.4352264365964,452081.9229684001,19662.288642943327,1.0,4.0,0.0,41.0
1354,H25410-04-02,694.2061979715194,827.1608939979042,789.4638153623482,1.0,4.0,1.0,16.0
1355,H25601-04-01,1227.4365066654484,805789.3723162075,785.8075524385104,1.0,4.0,0.0,12.0
1356,H25602-04-01,1079.6915474331634,415904.694926659,7707.702690383865,1.0,4.0,0.0,17.0
1357,H25603-04-01,845.9566860390058,57386.057107243745,1634.0271306396705,1.0,4.0,0.0,14.0
1358,H25605-04-01,885.5208006160304,48.664347573216304,602.2213012185517,1.0,4.0,0.0,
1359,H25606-04-01,918.0772491425122,177.8925225538922,105.84495597174548,2.0,4.0,0.0,
1360,H25607-04-01,1953.5113000649276,159106.44784595803,4833.363196702451,1.0,4.0,0.0,14.0
1361,H25608-04-01,798.2863607845325,459.13709400950876,481.4637605417359,2.0,4.0,0.0,14.0
1362,H25609-04-01,1246.2601215279278,725358.0564801204,2578.009769422802,1.0,4.0,0.0,21.0
1363,H25609-04-02,1527.0719692993903,920.1935611257401,2454.132780921413,2.0,4.0,0.0,32.0
1364,H25609-04-04,835.5935003448345,62.65870930012118,7242.122429509985,1.0,4.0,1.0,17.0
1365,H25609-04-05,4086.269721631168,45684.747755418655,7137.331139818401,1.0,4.0,0.0,15.0
1366,H25610-04-01,1355.732809040783,1074.2007462198935,1313.3121426295515,1.0,4.0,0.0,13.0
1367,H25610-04-02,1227.2464442230632,-37036.135563959266,841.2111777303626,1.0,4.0,0.0,17.0
1368,H25610-04-03,960.7668759351916,74981.48076462747,1002.8994563266523,1.0,4.0,0.0,16.0
1369,H25702-04-01,2333.7926743379508,825084.0610206914,12955.916797500962,2.0,4.0,0.0,16.0
1370,H25703-04-02,1504.081062953185,758.0433859087041,672.0268742290588,2.0,4.0,0.0,11.0
1371,H25704-04-01,830.8096945125912,97.72939837644809,298.31258305919545,2.0,4.0,0.0,
1372,H25705-04-01,1756.2009491018646,843065.0708773105,7467.331296921037,1.0,4.0,1.0,12.0
1373,H25705-04-02,1113.602702698523,118322.80250413618,760.9716075829047,1.0,4.0,1.0,34.0
1374,H25706-04-01,3285.9212430526686,-137198.6351752348,33240.83318445241,1.0,4.0,1.0,33.0
1375,H25706-04-02,5646.683709605329,590599.1786708231,22935.98662137839,1.0,4.0,0.0,34.0
1376,H25707-04-01,1977.6934365209563,-35169.07523333469,909.517394555425,1.0,4.0,1.0,31.0
1377,H25708-04-01,1794.1244400879946,563534.081113915,3086.276381843329,1.0,4.0,1.0,15.0
1378,H25709-04-01,2239.831411703332,873625.3833382683,29935.142972553116,1.0,4.0,0.0,34.0
1379,H25902-04-01,1463.7262463072002,124358.27115057726,1293.1333758892904,1.0,4.0,0.0,17.0
1380,H25903-04-01,2566.2657049259883,-54405.23479911747,9381.877907771439,2.0,4.0,0.0,22.0
1381,H25903-04-02,705.8033650281427,638541.3189926076,579.5923795970062,1.0,4.0,0.0,13.0
1382,H25903-04-04,1018.2284764481915,-4380.3205057819505,1886.9600771514624,1.0,4.0,0.0,51.0
1383,H25904-04-01,2032.5151407429526,223553.40149036734,971.2187166924643,1.0,4.0,0.0,15.0
1384,H25905-04-01,1284.8847696543755,2530.6424683899286,20441.58122398105,1.0,4.0,0.0,17.0
1385,H25906-04-01,1765.2470861447935,14343.388800728342,9451.382093626326,1.0,4.0,0.0,17.0
1386,H25906-04-02,842.1330536633079,35.11048365955066,1768.1279463424999,1.0,4.0,0.0,13.0
1387,H25907-04-01,1993.5552568130513,-91972.00197307413,1312.5919275801248,2.0,4.0,0.0,
1388,H25908-04-01,1303.7332824721766,161.80831443786087,884.7841882206767,2.0,4.0,0.0,14.0
1389,H25909-04-01,2664.363553849061,2147.6812773903607,5071.754378062683,1.0,4.0,0.0,51.0
1390,H25910-04-01,3706.4009363916584,2824430.6168456506,65568.37809980498,1.0,4.0,0.0,17.0
1391,H26009-04-01,2266.6608035556483,402526.7250252697,3546.699010901687,1.0,4.0,1.0,12.0
1392,H26009-04-02,1126.2722942934427,2148.041384743361,645.672791811019,1.0,4.0,1.0,33.0
1393,H26009-04-03,759.6828341352625,1248.8528957058634,753.7050492250208,1.0,4.0,1.0,17.0
1394,H26009-04-04,905.4543601392224,222828.80626168163,86.60585969355829,1.0,4.0,0.0,33.0
1395,H26009-04-05,816.9399305646833,513565.9632065904,505.23085717281623,1.0,4.0,0.0,17.0
1396,H26010-04-01,1157.7248287668158,1369975.1515507298,483.236971402038,1.0,4.0,1.0,51.0
1397,H26012-04-01,1167.9443417571915,,325.5644852648171,1.0,4.0,1.0,14.0
1398,H26102-04-02,872.8097813587588,-8181.021806477388,49.4798375426391,2.0,4.0,0.0,
1399,H26106-04-01,1471.2975223083422,9.27746953924483,156.44360399510893,1.0,4.0,0.0,15.0
1400,H26106-04-02,765.4094281044422,-101.54281366287188,267.4094161311745,1.0,4.0,0.0,15.0
1401,H26107-04-01,791.604636215251,198.28317250542875,1523.6879384453864,2.0,4.0,0.0,13.0
1402,H26108-04-01,873.7942137510718,-467.22616277380007,264.0309070155562,1.0,4.0,0.0,14.0
1403,H26109-04-01,618.8617916178611,94.59380706681006,14.916715729766198,2.0,4.0,0.0,17.0
1404,H26110-04-01,1409.0839029605972,-37051.50356300739,11061.836180626253,1.0,4.0,0.0,16.0
1405,H26111-04-01,1406.7682307034038,770862.1576602564,1906.3681631027437,1.0,4.0,0.0,13.0
1406,H26201-04-01,2069.7870883756104,1219448.2305045663,621.6393220139701,1.0,4.0,0.0,16.0
1407,H26201-04-03,586.6245357127751,64.88247151049602,173.98651578233563,1.0,4.0,0.0,12.0
1408,H26203-04-01,3585.427123984482,306.1800223145235,894.9431405553889,2.0,4.0,0.0,
1409,H26204-04-01,1671.1538206174635,627282.5865557845,310.96869064172233,1.0,4.0,0.0,17.0
1410,H26205-04-01,477.1368481204041,-2735.0081839265904,590.7303698258928,2.0,4.0,0.0,34.0
1411,H26206-04-01,2646.354571600395,140.44637841963046,332.2628866951107,2.0,4.0,0.0,
1412,H26206-04-02,2115.98223334652,-2966.7477797022975,683.0664096091195,1.0,4.0,1.0,17.0
1413,H26207-04-01,1833.96286510897,-207974.2179968142,4581.644915601506,1.0,4.0,0.0,34.0
1414,H26208-04-01,1289.106572114776,494038.6144779891,59.66046308061379,2.0,4.0,0.0,16.0
1415,H26209-04-01,1860.7857862920796,-8033.6557099101165,1502.0835862541646,1.0,4.0,0.0,34.0
1416,H26209-04-03,1041.019319430975,585153.6706238991,245.03100972678934,1.0,4.0,0.0,34.0
1417,H26209-04-04,2169.4668630425745,101563.66489595936,1134.89954357186,1.0,4.0,0.0,34.0
1418,H26210-04-01,2460.8013528869046,10912.630391249853,2419.0940999271643,1.0,4.0,0.0,21.0
1419,H26302-04-01,,-3925.6638264911444,15.373163789553631,1.0,4.0,0.0,17.0
1420,H26304-04-01,1245.0066503282792,560.5714367547948,172.03302335929058,1.0,4.0,0.0,10.0
1421,H26305-04-01,2110.662182763859,387.7453533587416,182.83084078290563,1.0,4.0,0.0,14.0
1422,H26307-04-01,4896.766341928896,-289.81634068266874,777.7242689112472,1.0,4.0,0.0,32.0
1423,H26308-04-01,926.3429266333887,44575.62985114413,211.93004367027504,1.0,4.0,0.0,32.0
1424,H26309-04-01,3028.490165214727,198995.3469752835,1620.983031618088,1.0,4.0,0.0,14.0
1425,H26311-04-01,1543.6450875587577,379883.30559862906,41.63793804692432,1.0,4.0,0.0,16.0
1426,H26405-04-01,1090.8377138616502,-16185.080710130793,579.7731147884776,1.0,4.0,0.0,22.0
1427,H26406-04-01,3453.684415097374,159.1850582865518,1259.0075021535722,1.0,4.0,0.0,16.0
1428,H26407-04-01,1215.246087598358,94468.4481178168,17.15418251955875,1.0,4.0,1.0,
1429,H26410-04-01,2588.9676230688947,58884.860522349074,15150.428008231567,1.0,4.0,0.0,
1430,H26411-04-01,2728.6099684302385,15049.427494040357,335.4190156483933,2.0,4.0,0.0,14.0
1431,H26411-04-03,1102.2171116425914,-58913.8699509971,87.14602098062831,1.0,4.0,0.0,14.0
1432,H26411-04-04,533.8053041815298,87.7969250298569,25.443190518856493,1.0,4.0,0.0,16.0
1433,H26416-04-01,1812.357632321722,736452.4874480135,3924.110497000763,1.0,4.0,0.0,
1434,H26502-04-01,1131.1963127712681,326.7346118957094,1286.884377092233,2.0,4.0,1.0,34.0
1437,H26504-04-01,443.1460454753184,345374.366619346,240.09858175794363,2.0,4.0,1.0,41.0
1438,H26505-04-01,773.5979972668472,583.2799770743015,1575.9564663592453,1.0,4.0,1.0,16.0
1439,H26506-04-01,1606.186713140001,499416.93140558206,286.81905591785727,2.0,4.0,1.0,13.0
1440,H26509-04-01,1990.62616347051,-154420.01649795525,18318.747278885636,2.0,4.0,1.0,
1441,H26511-04-01,1372.2180720943177,-3590.4977616102888,489.5579063572565,1.0,4.0,1.0,15.0
1442,H26602-04-01,1108.7455362952007,550944.3291480257,1147.4841309990034,2.0,4.0,0.0,
1443,H26602-04-02,1134.027221596036,186.8449010632404,1125.80119283494,1.0,4.0,1.0,17.0
1444,H26603-04-01,1013.8800004012296,74135.63739597386,6732.665043550099,2.0,4.0,0.0,14.0
1445,H26603-04-02,1120.99808424129,566.6850456188375,2279.1940236242995,1.0,4.0,0.0,41.0
1446,H26603-04-03,792.4537147647209,683.1458621391046,749.826586880423,2.0,4.0,0.0,
1447,H26605-04-01,1378.7418024126132,2155.560312206967,1924.090238839441,2.0,4.0,1.0,13.0
1448,H26607-04-01,1384.0111398757115,255224.1776552899,899.4034101180526,1.0,4.0,1.0,17.0
1449,H26608-04-01,949.7059399757277,833147.7568613964,853.5414798570754,1.0,4.0,1.0,17.0
1450,H26609-04-01,1015.7907975803546,342737.10978814453,643.8869415211798,1.0,4.0,1.0,16.0
1451,H26610-04-01,2385.1843571443137,1886.8908450230615,,1.0,4.0,1.0,61.0
1452,H27004-04-01,1351.835019955106,-62320.91352385745,3974.9880143260157,1.0,4.0,1.0,14.0
1453,H27005-04-01,2477.775629414628,-2050.7184539714567,1346.8702836974262,1.0,4.0,1.0,41.0
1454,H27006-04-01,2738.767219558654,900624.3088364333,410.755416070879,1.0,4.0,1.0,14.0
1455,H27007-04-01,815.6896747838005,-9786.21868197992,256.13128757246665,1.0,4.0,1.0,17.0
1456,H27008-04-01,2416.3624192881757,1183.7566035629907,1608.0947201357708,2.0,4.0,0.0,41.0
1457,H27010-04-01,9576.240440642001,10289.693240693327,53887.90895195245,1.0,4.0,1.0,51.0
1458,H27102-04-01,1679.598070776566,1058.66868067014,283.43309229682365,2.0,4.0,1.0,33.0
1459,H27103-04-01,1359.4508473532103,1617.5983931540793,1016.4307202380262,2.0,4.0,1.0,17.0
1460,H27104-04-01,1084.298465231831,435.5797046852752,406.87471659514955,2.0,4.0,1.0,33.0
1461,H27106-04-01,1242.112484272816,282.3316687131609,231.4825967527815,1.0,4.0,1.0,16.0
1462,H27106-04-02,1255.0358584293547,165.03001941375936,12.849945894286048,2.0,4.0,1.0,
1463,H27107-04-01,2031.392875230991,169.6192858045758,252.7767928061698,1.0,4.0,1.0,15.0
1464,H27108-04-01,2631.0814930517577,-47691.3407935628,2032.127157853522,1.0,4.0,1.0,14.0
1465,H27110-04-01,3019.246003876131,-134292.3921128132,3259.8911035175747,1.0,4.0,1.0,15.0
1482,H27403-04-01,1031.2907904291528,327072.47449078405,209.92548722134384,2.0,4.0,0.0,
1483,H27404-04-01,1621.1991682713995,673089.4721389461,313.1218437639515,2.0,4.0,0.0,14.0
1484,H27404-04-02,1513.8340003923568,1809.5125426478714,370.7180365036202,1.0,4.0,0.0,51.0
1485,H27406-04-01,2504.9895400630794,587863.0702436059,150.4405354697152,1.0,4.0,0.0,16.0
1486,H27407-04-01,2370.346786871167,523.3219472365752,557.3424523217801,1.0,4.0,0.0,14.0
1487,H27408-04-01,761.6984402887443,-35635.72584216792,119.33372583812958,1.0,4.0,0.0,15.0
1488,H27409-04-01,1935.6803504548311,359953.56323512085,68.76242129087346,1.0,4.0,0.0,15.0
1489,H27410-04-01,1555.1622043089237,447.1827985218739,7022.695268980101,2.0,4.0,0.0,21.0
1490,H27801-04-01,2268.533362684158,56226.01255749353,261.7981704665983,1.0,4.0,0.0,11.0
1491,H27802-04-01,1136.5713695002441,-5316.749931426157,325.7172561032162,1.0,4.0,0.0,17.0
1492,H27803-04-01,3575.882943461922,779.685764690442,411.9325512396841,1.0,4.0,0.0,13.0
1493,H27804-04-01,997.7432274946216,93.25389306139016,57.27404455738923,1.0,4.0,0.0,
1494,H27805-04-01,1283.526024183543,393557.3390515708,,1.0,4.0,0.0,32.0
1495,H27805-04-02,1073.7414789265422,303.0164098082036,870.1249076987979,1.0,4.0,0.0,32.0
1496,H27806-04-01,1296.6751749877951,376087.2012941798,223.26666532227088,2.0,4.0,0.0,
1497,H27806-04-02,823.6379305243515,330.27004409423483,354.5258580802833,1.0,4.0,0.0,34.0
1498,H27807-04-01,2807.3093224591094,62481.94143577499,3674.3502431432785,1.0,4.0,0.0,16.0
1499,H27808-04-01,2322.5359350643866,-20759.116963524008,1554.4763118973462,2.0,4.0,0.0,
1500,H27808-04-02,1978.1184741420818,467.65300883250313,214.6545228280991,1.0,4.0,0.0,17.0
1501,H27810-04-01,1013.4866175532246,89.42670197047948,1060.8767678054999,1.0,4.0,0.0,16.0
1502,H27901-04-01,2712.924175605085,392.25969565189143,1071.729132757453,1.0,4.0,0.0,
1503,H27902-04-01,1333.365739347285,93.70309409802898,4788.740520445956,1.0,4.0,0.0,32.0
1504,H27903-04-01,1451.5926894431377,582103.2977495587,1157.9286582917357,1.0,4.0,0.0,17.0
1505,H27904-04-01,1204.348847996201,486188.1213283418,144.50147867942812,2.0,4.0,0.0,14.0
1506,H27905-04-01,1802.4668515542357,316.62249978417367,756.3962612169661,2.0,4.0,0.0,15.0
1507,H27906-04-01,1270.5210616584682,921765.2738279654,944.9013568055302,2.0,4.0,0.0,16.0
1508,H27907-04-01,2711.7504192883507,170275.65296381825,150.68919942892506,1.0,4.0,0.0,17.0
1509,H27907-04-02,1576.121669968916,558.714785322222,1187.1324249696595,1.0,4.0,0.0,16.0
1510,H27908-04-01,1512.7157314652475,1074044.4030077038,154.32903516392324,1.0,4.0,0.0,41.0
1511,H27908-04-02,915.0547037785449,20.019096542490047,34.21445590898298,1.0,4.0,0.0,16.0
1512,H27909-04-01,2639.001219439889,383838.57856545644,4513.853710780367,1.0,4.0,0.0,15.0
1513,H27910-04-01,3222.856153196797,1031.8794315037753,3176.4846459329206,1.0,4.0,0.0,17.0
1514,H28003-04-01,5892.717183293189,694.6140390226825,24750.018040958683,1.0,4.0,1.0,51.0
1515,H28006-04-01,1821.5551940130592,102.74260381395294,127.7439123796928,1.0,4.0,1.0,16.0
1516,H28007-04-01,2372.8249233224537,7525.51553959898,5275.458598674514,1.0,4.0,1.0,61.0
1517,H28102-04-01,1083.5603630652345,190299.3280074498,942.3850907553339,1.0,4.0,0.0,15.0
1518,H28104-04-01,2617.8742455273846,615.2027498969168,3389.5934693434483,1.0,4.0,0.0,32.0
1519,H28105-04-01,1105.6053125159015,57344.388261657354,669.0131182627913,1.0,4.0,0.0,
1520,H28106-04-01,3704.0624833615725,23034.457039685363,27678.45598661144,1.0,4.0,0.0,61.0
1521,H28107-04-01,1294.885292401926,492271.913632986,234.8663074752352,1.0,4.0,0.0,31.0
1522,H28108-04-01,1877.3125478355846,3580.429082204302,1843.7505265323018,2.0,4.0,0.0,41.0
1523,H28108-04-02,3246.83779404292,384025.28742266906,5034.168174773182,1.0,4.0,1.0,51.0
1524,H28109-04-01,1087.0637870026542,814702.4039006506,159.5276334480097,1.0,4.0,0.0,16.0
1525,H28109-04-02,3746.27060109782,1718.1244466146402,8916.622419427014,1.0,4.0,0.0,33.0
1526,H28110-04-01,2858.470779929366,585.1092321637193,12173.812358481324,1.0,4.0,0.0,17.0
1527,H28202-04-01,1382.9971783459857,474.3629528114794,15.407395620830608,1.0,4.0,0.0,13.0
1528,H28205-04-01,518.749388951942,298.1632106252684,95.72767983045236,1.0,4.0,0.0,33.0
1529,H28206-04-01,2402.893399894396,360808.85357769526,4500.243470917608,1.0,4.0,0.0,16.0
1530,H28207-04-01,1583.5721219089698,320.22785614436043,102.89939218197584,1.0,4.0,0.0,14.0
1531,H28207-04-02,938.8239731626118,195.6188979716172,147.83762940939843,1.0,4.0,0.0,14.0
1532,H28209-04-01,1530.3212279013565,-104467.55354976401,1347.4134313169245,1.0,4.0,0.0,17.0
1533,H28210-04-01,2111.3267799078208,123149.62336236094,343.7316594456733,1.0,4.0,0.0,14.0
1534,H28211-04-01,1312.008579262498,33746.323462908884,97.29332712492305,2.0,4.0,0.0,11.0
1535,H28310-04-01,1544.0619891982378,165518.72173674247,283.4175988655578,2.0,4.0,0.0,15.0
1536,H28501-04-01,692.091951180967,1468346.8680481645,1500.039486678684,2.0,4.0,0.0,17.0
1537,H28502-04-01,834.5356717301879,56893.59078926684,739.65080679548,2.0,4.0,0.0,
1538,H28503-04-01,939.4620331073726,382.16137937849413,593.0304058419246,2.0,4.0,0.0,13.0
1539,H28504-04-01,787.4570615977063,380.5971099238613,129.15692887968297,1.0,4.0,0.0,14.0
1540,H28505-04-01,1517.866781087429,783378.8808292638,1837.3046102170233,1.0,4.0,0.0,17.0
1541,H28505-04-03,1112.4959355726605,989.4754769037988,280.8708425214514,2.0,4.0,0.0,31.0
1542,H28506-04-01,1000.933583476757,1331.1801338291234,1769.1154344216063,1.0,4.0,0.0,14.0
1543,H28508-04-01,621.2491929777793,215.45066489025893,204.07313606537517,1.0,4.0,0.0,
1544,H28509-04-01,1029.3232268302766,147.75506298102997,200.10003076144756,1.0,4.0,0.0,14.0
1545,H28510-04-01,647.096049742819,248288.14873998705,1509.5994197968769,2.0,4.0,0.0,
1546,H28511-04-01,433.9353374671535,123.5996940912768,149.89442737545258,2.0,4.0,0.0,
1547,H28702-04-01,1729.3345152410732,492212.74414920947,172.76507877784078,1.0,4.0,1.0,17.0
1548,H28705-04-01,1531.606346690672,169.88964956170867,127.74367053700516,2.0,4.0,1.0,16.0
1549,H28706-04-01,1613.0109092334508,-2583.6005417683314,3113.79772280316,1.0,4.0,1.0,33.0
1550,H28709-04-01,1859.3475575755838,553258.5423091559,22.694084002764633,2.0,4.0,1.0,13.0
1551,H28710-04-01,3307.5729708370695,38022.79950704729,17621.537450484862,1.0,4.0,1.0,32.0
1552,H29002-04-01,577.997441432874,276505.10865793953,20.910036913984396,1.0,4.0,0.0,15.0
1553,H29003-04-01,1184.058353460832,-9065.014581803876,1341.1771045180167,1.0,4.0,0.0,17.0
1554,H29004-04-01,1520.2137930793438,373366.7473485399,2785.3842962073645,1.0,4.0,0.0,16.0
1555,H29005-04-01,951.1865739345637,359979.0552705464,2485.3596507411285,1.0,4.0,0.0,14.0
1556,H29006-04-01,1250.4202074562668,407.20674316269964,132.79707654144477,1.0,4.0,0.0,12.0
1557,H29101-04-01,955.4702158417558,383.65282873731746,231.02718264393994,1.0,4.0,0.0,13.0
1558,H29202-04-01,4428.941119630052,-138986.80746280358,53777.50424883693,1.0,4.0,1.0,41.0
1559,H29205-04-01,3656.8237144497225,73.13647446249787,13776.583032487102,2.0,4.0,1.0,22.0
1560,H29209-04-01,3856.6654742861815,485028.67529541044,5719.163261559549,2.0,4.0,1.0,34.0
1561,H29210-04-01,4267.563223585648,725.0979134005861,6655.583882987266,2.0,4.0,1.0,16.0
1562,H29401-04-01,3713.8983943769113,423.4891977914111,2021.7607148856287,2.0,4.0,1.0,12.0
1563,H29402-04-01,3369.358643252799,414.02981708473015,43122.04224074484,1.0,4.0,1.0,61.0
1564,H29403-04-01,2400.936352289588,-246257.3927452006,7527.666019676282,2.0,4.0,1.0,31.0
1565,H29404-04-01,2498.2952091014276,841.0890215370762,1243.1809182588072,1.0,4.0,1.0,17.0
1566,H29407-04-01,2759.068799603872,469.25985553298307,1606.5793083518386,1.0,4.0,1.0,41.0
1567,H29408-04-01,1693.207451633112,1138.114073879641,1729.745572773596,2.0,4.0,1.0,13.0
1568,H29409-04-01,,1775.376085451133,1213.6030746542665,2.0,4.0,1.0,11.0
1569,H29410-04-01,,1443.0886050337242,43584.24280130388,1.0,4.0,1.0,51.0
1570,H29501-04-01,1689.7311709674884,469337.5404171492,2301.976021633528,2.0,4.0,0.0,
1571,H29502-04-01,2053.935351742682,623336.079536972,2739.97560597305,1.0,4.0,0.0,
1572,H29503-04-01,928.7940892389954,474.1630034991551,805.8751782273678,2.0,4.0,0.0,15.0
1573,H29504-04-01,,665.0397712259927,22.02847867591893,1.0,4.0,0.0,12.0
1574,H29505-04-01,3196.0385428268255,1229.1891101162767,755.9439598952848,1.0,4.0,0.0,
1575,H29507-04-01,1072.0469147454914,1489.7232941954608,233.06943676675382,1.0,4.0,0.0,17.0
1576,H29508-04-01,805.9925343616698,143.1764036125471,735.0930291803681,2.0,4.0,0.0,
1577,H29509-04-01,2006.2095157334822,304.4508437025061,137.73932499434906,1.0,4.0,0.0,13.0
1578,H29511-04-01,677.5324902090455,926658.6341739156,224.00763906975718,2.0,4.0,0.0,
1579,H29602-04-01,2684.0079865723537,583.4481685844877,510.425640584108,1.0,4.0,0.0,15.0
1580,H29602-04-02,1040.644313190852,1126.0346727231463,39.46552388795435,1.0,4.0,0.0,13.0
1581,H29602-04-03,1425.6829987266883,1272.069179752412,2840.431512853228,1.0,4.0,0.0,13.0
1582,H29603-04-01,1911.4699033763566,-113492.80870870718,187.5525982325543,2.0,4.0,0.0,
1583,H29604-04-01,1362.5015450055819,879.6619581440258,1138.346175845519,2.0,4.0,0.0,12.0
1586,H29605-04-01,902.1484950503054,65.88498766951555,2968.1186945116765,2.0,4.0,0.0,13.0
